site,date,year,month,dayofmonth,dayofyr,coloniesperL,filbundperL,totalperL,totalperL_diff,week
Newbury,2005-07-21T00:00:00Z,2005,7,21,202,0.0212208121,"NA",0.0212208121,"NA",29
Newbury,2005-07-28T00:00:00Z,2005,7,28,209,0.007073604,"NA",0.007073604,-1.4147208099999999E-2,30
Newbury,2005-08-04T00:00:00Z,2005,8,4,216,0,"NA",0,-7.0736039999999998E-3,31
Newbury,2005-08-11T00:00:00Z,2005,8,11,223,0.3536802017,"NA",0.3536802017,0.35368020169999997,32
Newbury,2005-08-18T00:00:00Z,2005,8,18,230,0.1485456847,"NA",0.1485456847,-0.20513451699999996,33
Newbury,2005-08-25T00:00:00Z,2005,8,25,237,2.0159771494,"NA",2.0159771494,1.8674314647000001,34
Newbury,2005-09-03T00:00:00Z,2005,9,3,246,0.8417588799,"NA",0.8417588799,-1.1742182694999999,35
Newbury,2005-09-12T00:00:00Z,2005,9,12,255,11.841213151,"NA",11.841213151,10.999454271099999,37
Newbury,2005-09-20T00:00:00Z,2005,9,20,263,0.0848832484,"NA",0.0848832484,-11.756329902599999,38
Newbury,2007-07-05T00:00:00Z,2007,7,5,186,0.0282944161,2.8294416100000001E-2,0.0565888323,-2.8294416099999997E-2,26
Newbury,2007-07-12T00:00:00Z,2007,7,12,193,0,0,0,-5.6588832300000003E-2,27
Newbury,2007-07-19T00:00:00Z,2007,7,19,200,0.0565888323,0,0.0565888323,5.6588832300000003E-2,28
Newbury,2007-07-26T00:00:00Z,2007,7,26,207,0.0636624363,7.0736039999999998E-3,0.0707360403,1.4147207999999994E-2,29
Newbury,2007-08-02T00:00:00Z,2007,8,2,214,4.484664957,0,4.484664957,4.4139289166999998,30
Newbury,2007-08-09T00:00:00Z,2007,8,9,221,0.6719923831,0,0.6719923831,-3.8126725738999996,31
Newbury,2007-08-16T00:00:00Z,2007,8,16,228,2.2211116664,0,2.2211116664,1.5491192833,32
Newbury,2007-08-23T00:00:00Z,2007,8,23,235,2.0442715656,0,2.0442715656,-0.17684010080000023,33
Newbury,2007-08-30T00:00:00Z,2007,8,30,242,13.531804515,0,13.531804515,11.487532949399998,34
Newbury,2007-09-06T00:00:00Z,2007,9,6,249,28.902746079,0,28.902746079,15.370941564000001,35
Newbury,2007-09-13T00:00:00Z,2007,9,13,256,10.978233459,0,10.978233459,-17.924512620000002,36
Newbury,2007-09-20T00:00:00Z,2007,9,20,263,1.2237334977,0,1.2237334977,-9.7544999613000005,37
Newbury,2008-06-05T00:00:00Z,2008,6,5,157,0,0,0,-1.2237334977000001,22
Newbury,2008-06-12T00:00:00Z,2008,6,12,164,0.0141472081,0,0.0141472081,1.4147208099999999E-2,23
Newbury,2008-06-19T00:00:00Z,2008,6,19,171,0.0707360403,0,0.0707360403,5.6588832199999994E-2,24
Newbury,2008-06-26T00:00:00Z,2008,6,26,178,0.3536802017,7.0736039999999998E-3,0.3607538057,0.29001776540000002,25
Newbury,2008-07-03T00:00:00Z,2008,7,3,185,0.1839137049,0,0.1839137049,-0.17684010079999998,26
Newbury,2008-07-10T00:00:00Z,2008,7,10,192,0.1909873089,7.0736039999999998E-3,0.1980609129,1.4147207999999994E-2,27
Newbury,2008-07-17T00:00:00Z,2008,7,17,199,1.1671446655,0,1.1671446655,0.96908375260000001,28
Newbury,2008-07-24T00:00:00Z,2008,7,24,206,0.1768401008,7.0736039999999998E-3,0.1839137049,-0.98323096059999993,29
Newbury,2008-07-31T00:00:00Z,2008,7,31,213,1.6269289276,0,1.6269289276,1.4430152227000002,30
Newbury,2008-08-07T00:00:00Z,2008,8,7,220,0.5092994904,7.0736039999999998E-3,0.5163730944,-1.1105558332000001,31
Newbury,2008-08-14T00:00:00Z,2008,8,14,227,1.5491192832,3.5368020200000003E-2,1.5844873034,1.068114209,32
Newbury,2008-08-21T00:00:00Z,2008,8,21,234,2.6030862842,1.4147208099999999E-2,2.6172334922,1.0327461888,33
Newbury,2008-08-26T00:00:00Z,2008,8,26,239,0.6719923831,0,0.6719923831,-1.9452411090999999,34
Newbury,2008-09-04T00:00:00Z,2008,9,4,248,0.1414720807,0,0.1414720807,-0.53052030240000003,35
Newbury,2008-09-10T00:00:00Z,2008,9,10,254,0.3112385775,0,0.3112385775,0.1697664968,36
Newbury,2008-09-17T00:00:00Z,2008,9,17,261,0.0707360403,0,0.0707360403,-0.24050253720000001,37
Newbury,2008-09-24T00:00:00Z,2008,9,24,268,0.1556192887,0,0.1556192887,8.48832484E-2,38
Newbury,2009-05-15T00:00:00Z,2009,5,15,135,0,0,0,-0.1556192887,19
Newbury,2009-05-29T00:00:00Z,2009,5,29,149,0,0,0,0,21
Newbury,2009-06-04T00:00:00Z,2009,6,4,155,0,0,0,0,22
Newbury,2009-06-17T00:00:00Z,2009,6,17,168,0.007073604,0,0.007073604,7.0736039999999998E-3,24
Newbury,2009-06-25T00:00:00Z,2009,6,25,176,0.0353680202,0,0.0353680202,2.8294416200000002E-2,25
Newbury,2009-07-02T00:00:00Z,2009,7,2,183,0.007073604,0,0.007073604,-2.8294416200000002E-2,26
Newbury,2009-07-09T00:00:00Z,2009,7,9,190,0.0212208121,7.0736039999999998E-3,0.0282944161,2.12208121E-2,27
Newbury,2009-07-16T00:00:00Z,2009,7,16,197,0.0495152282,7.0736039999999998E-3,0.0565888323,2.8294416200000002E-2,28
Newbury,2009-07-23T00:00:00Z,2009,7,23,204,0.0212208121,0,0.0212208121,-3.5368020200000003E-2,29
Newbury,2009-07-30T00:00:00Z,2009,7,30,211,0.0212208121,0,0.0212208121,0,30
Newbury,2009-08-06T00:00:00Z,2009,8,6,218,0.1556192887,0,0.1556192887,0.13439847659999998,31
Newbury,2009-08-13T00:00:00Z,2009,8,13,225,0.1343984766,0,0.1343984766,-2.1220812099999986E-2,32
Newbury,2009-08-20T00:00:00Z,2009,8,20,232,2.9143248616,3.5368020200000003E-2,2.9496928818,2.8152944052,33
Newbury,2009-08-27T00:00:00Z,2009,8,27,239,3.4519187681,7.0736039999999998E-3,3.4589923722,0.50929949040000011,34
Newbury,2009-09-01T00:00:00Z,2009,9,1,244,1.499604055,0,1.499604055,-1.9593883172,35
Newbury,2009-09-08T00:00:00Z,2009,9,8,251,5.6730304345,0,5.6730304345,4.1734263795000004,36
Newbury,2009-09-15T00:00:00Z,2009,9,15,258,6.7765126637,0,6.7765126637,1.1034822291999999,37
Newbury,2009-09-21T00:00:00Z,2009,9,21,264,41.125933848,0,41.125933848,34.349421184299999,38
Newbury,2009-10-05T00:00:00Z,2009,10,5,278,0.4810050742,0,0.4810050742,-40.644928773800004,40
Newbury,2010-04-15T00:00:00Z,2010,4,15,105,0.0424416242,0,0.0424416242,-0.43856344999999997,15
Newbury,2010-04-30T00:00:00Z,2010,4,30,120,0.007073604,0,0.007073604,-3.5368020200000003E-2,17
Newbury,2010-05-13T00:00:00Z,2010,5,13,133,0,0,0,-7.0736039999999998E-3,19
Newbury,2010-05-25T00:00:00Z,2010,5,25,145,0.0778096444,0,0.0778096444,7.7809644400000003E-2,21
Newbury,2010-06-04T00:00:00Z,2010,6,4,155,0.0353680202,0,0.0353680202,-4.24416242E-2,22
Newbury,2010-06-10T00:00:00Z,2010,6,10,161,0.007073604,0,0.007073604,-2.8294416200000002E-2,23
Newbury,2010-06-15T00:00:00Z,2010,6,15,166,0.0848832484,4.24416242E-2,0.1273248726,0.1202512686,24
Newbury,2010-06-24T00:00:00Z,2010,6,24,175,0.1414720807,3.5368020200000003E-2,0.1768401008,4.9515228200000011E-2,25
Newbury,2010-07-01T00:00:00Z,2010,7,1,182,3.2467842512,1.3793527864999999,4.6261370376,4.4492969368000006,26
Newbury,2010-07-08T00:00:00Z,2010,7,8,189,0.2617233492,0.19098730890000001,0.4527106581,-4.1734263795000004,27
Newbury,2010-07-15T00:00:00Z,2010,7,15,196,0.9407893364,0.65784517509999996,1.5986345115,1.1459238534,28
Newbury,2010-07-22T00:00:00Z,2010,7,22,203,0.7922436517,0.7922436517,1.5844873034,-1.414720810000003E-2,29
Newbury,2010-07-29T00:00:00Z,2010,7,29,210,0.4739314702,0.80639085980000003,1.28032233,-0.30416497340000004,30
Newbury,2010-08-05T00:00:00Z,2010,8,5,217,0.2758705573,2.8294416100000001E-2,0.3041649734,-0.97615735659999991,31
Newbury,2010-08-12T00:00:00Z,2010,8,12,224,1.3015431421,0.82761167189999996,2.129154814,1.8249898406,32
Newbury,2010-08-19T00:00:00Z,2010,8,19,231,2.8577360294,1.5066776589999999,4.3644136884,2.2352588743999999,33
Newbury,2010-08-26T00:00:00Z,2010,8,26,238,3.211416231,5.6588832300000003E-2,3.2680050633,-1.0964086251,34
Newbury,2010-09-02T00:00:00Z,2010,9,2,245,24.46759635,7.0736039999999998E-3,24.474669954,21.206664890700001,35
Newbury,2010-09-09T00:00:00Z,2010,9,9,252,0.0778096444,0,0.0778096444,-24.396860309600001,36
Newbury,2010-09-16T00:00:00Z,2010,9,16,259,0.1343984766,0,0.1343984766,5.6588832200000008E-2,37
Newbury,2010-09-22T00:00:00Z,2010,9,22,265,0.0495152282,0,0.0495152282,-8.4883248400000014E-2,38
Newbury,2010-09-30T00:00:00Z,2010,9,30,273,0,0,0,-4.9515228199999997E-2,39
Newbury,2010-10-07T00:00:00Z,2010,10,7,280,0,0,0,0,40
Newbury,2011-04-28T00:00:00Z,2011,4,28,118,0,0,0,0,17
Newbury,2011-05-05T00:00:00Z,2011,5,5,125,0,0,0,0,18
Newbury,2011-05-12T00:00:00Z,2011,5,12,132,0,0,0,0,19
Newbury,2011-05-19T00:00:00Z,2011,5,19,139,0,0,0,0,20
Newbury,2011-05-26T00:00:00Z,2011,5,26,146,0,0,0,0,21
Newbury,2011-06-02T00:00:00Z,2011,6,2,153,0.007073604,0,0.007073604,7.0736039999999998E-3,22
Newbury,2011-06-10T00:00:00Z,2011,6,10,161,0.0212208121,7.0736039999999998E-3,0.0282944161,2.12208121E-2,23
Newbury,2011-06-16T00:00:00Z,2011,6,16,167,0,0,0,-2.8294416100000001E-2,24
Newbury,2011-06-23T00:00:00Z,2011,6,23,174,0.007073604,0,0.007073604,7.0736039999999998E-3,25
Newbury,2011-06-30T00:00:00Z,2011,6,30,181,0,0,0,-7.0736039999999998E-3,26
Newbury,2011-07-07T00:00:00Z,2011,7,7,188,0.1202512686,1.4147208099999999E-2,0.1343984766,0.13439847660000001,27
Newbury,2011-07-14T00:00:00Z,2011,7,14,195,0.3253857855,0,0.3253857855,0.19098730890000001,28
Newbury,2011-07-21T00:00:00Z,2011,7,21,202,0.2405025371,1.4147208099999999E-2,0.2546497452,-7.0736040300000025E-2,29
Newbury,2011-07-28T00:00:00Z,2011,7,28,209,0.9054213162,0.1697664968,1.075187813,0.82053806780000005,30
Newbury,2011-08-04T00:00:00Z,2011,8,4,216,1.8108426325,0.65784517509999996,2.4686878075,1.3934999944999997,31
Newbury,2011-08-11T00:00:00Z,2011,8,11,223,0.7073604033,0.2546497452,0.9620101485,-1.5066776589999997,32
Newbury,2011-08-18T00:00:00Z,2011,8,18,230,2.6808959285,0.61540355089999998,3.2962994794,2.3342893308999999,33
Newbury,2011-08-25T00:00:00Z,2011,8,25,237,0.5163730944,7.7809644400000003E-2,0.5941827388,-2.7021167406000002,34
Newbury,2011-09-01T00:00:00Z,2011,9,1,244,3.1760482109,4.24416242E-2,3.2184898351,2.6243070962999999,35
Newbury,2011-09-08T00:00:00Z,2011,9,8,251,0.0495152282,0,0.0495152282,-3.1689746069,36
Newbury,2011-09-15T00:00:00Z,2011,9,15,258,0.0848832484,0,0.0848832484,3.5368020200000003E-2,37
Newbury,2011-09-22T00:00:00Z,2011,9,22,265,0,0,0,-8.48832484E-2,38
Newbury,2011-09-29T00:00:00Z,2011,9,29,272,0,0,0,0,39
Newbury,2011-10-06T00:00:00Z,2011,10,6,279,0.007073604,0,0.007073604,7.0736039999999998E-3,40
Newbury,2012-03-29T00:00:00Z,2012,3,29,89,0,0,0,-7.0736039999999998E-3,13
Newbury,2012-04-13T00:00:00Z,2012,4,13,104,0,0,0,0,15
Newbury,2012-04-19T00:00:00Z,2012,4,19,110,0,0,0,0,16
Newbury,2012-05-03T00:00:00Z,2012,5,3,124,0,0,0,0,18
Newbury,2012-05-10T00:00:00Z,2012,5,10,131,0,0,0,0,19
Newbury,2012-05-17T00:00:00Z,2012,5,17,138,0,0,0,0,20
Newbury,2012-05-24T00:00:00Z,2012,5,24,145,0,0,0,0,21
Newbury,2012-05-31T00:00:00Z,2012,5,31,152,0.007073604,0,0.007073604,7.0736039999999998E-3,22
Newbury,2012-06-07T00:00:00Z,2012,6,7,159,0,0,0,-7.0736039999999998E-3,23
Newbury,2012-06-14T00:00:00Z,2012,6,14,166,0.0353680202,7.0736039999999998E-3,0.0424416242,4.24416242E-2,24
Newbury,2012-06-21T00:00:00Z,2012,6,21,173,0.0141472081,0,0.0141472081,-2.8294416100000001E-2,25
Newbury,2012-06-28T00:00:00Z,2012,6,28,180,0.0990304565,0,0.0990304565,8.48832484E-2,26
Newbury,2012-07-05T00:00:00Z,2012,7,5,187,0.1626928928,7.0736039999999998E-3,0.1697664968,7.0736040299999997E-2,27
Newbury,2012-07-12T00:00:00Z,2012,7,12,194,0.5305203025,0.1202512686,0.650771571,0.48100507420000005,28
Newbury,2012-07-19T00:00:00Z,2012,7,19,201,4.0248806948,7.0736039999999998E-3,4.0319542989,3.3811827278999997,29
Newbury,2012-07-26T00:00:00Z,2012,7,26,208,0.8983477122,0.1839137049,1.0822614171,-2.9496928817999999,30
Newbury,2012-08-02T00:00:00Z,2012,8,2,215,0.1626928928,0,0.1626928928,-0.91956852430000002,31
Newbury,2012-08-09T00:00:00Z,2012,8,9,222,0.4102690339,5.6588832300000003E-2,0.4668578662,0.30416497340000004,32
Newbury,2012-08-16T00:00:00Z,2012,8,16,229,0.1556192887,4.24416242E-2,0.1980609129,-0.26879695330000003,33
Newbury,2012-08-23T00:00:00Z,2012,8,23,236,0.6154035509,6.36624363E-2,0.6790659872,0.4810050743,34
Newbury,2012-08-30T00:00:00Z,2012,8,30,243,0.3183121815,0,0.3183121815,-0.36075380569999999,35
Newbury,2012-09-06T00:00:00Z,2012,9,6,250,0.1556192887,0,0.1556192887,-0.16269289280000002,36
Newbury,2012-09-13T00:00:00Z,2012,9,13,257,0.424416242,0,0.424416242,0.26879695329999997,37
Newbury,2012-09-20T00:00:00Z,2012,9,20,264,0.0565888323,0,0.0565888323,-0.3678274097,38
Newbury,2012-09-27T00:00:00Z,2012,9,27,271,0.0141472081,0,0.0141472081,-4.24416242E-2,39
Newbury,2012-10-05T00:00:00Z,2012,10,5,279,0,0,0,-1.4147208099999999E-2,40
Newbury,2013-04-24T00:00:00Z,2013,4,24,114,0,0,0,0,16
Newbury,2013-05-02T00:00:00Z,2013,5,2,122,0,0,0,0,17
Newbury,2013-05-14T00:00:00Z,2013,5,14,134,0,0,0,0,19
Newbury,2013-05-23T00:00:00Z,2013,5,23,143,0,0,0,0,20
Newbury,2013-05-30T00:00:00Z,2013,5,30,150,0,0,0,0,21
Newbury,2013-06-06T00:00:00Z,2013,6,6,157,0,0,0,0,22
Newbury,2013-06-13T00:00:00Z,2013,6,13,164,0.007073604,0,0.007073604,7.0736039999999998E-3,23
Newbury,2013-06-20T00:00:00Z,2013,6,20,171,0.0141472081,0,0.0141472081,7.0736040999999994E-3,24
Newbury,2013-06-27T00:00:00Z,2013,6,27,178,0,0,0,-1.4147208099999999E-2,25
Newbury,2013-07-03T00:00:00Z,2013,7,3,184,0.007073604,0,0.007073604,7.0736039999999998E-3,26
Newbury,2013-07-11T00:00:00Z,2013,7,11,192,0.0282944161,7.0736039999999998E-3,0.0353680202,2.8294416200000002E-2,27
Newbury,2013-07-18T00:00:00Z,2013,7,18,199,0.0282944161,0,0.0282944161,-7.073604100000002E-3,28
Newbury,2013-07-25T00:00:00Z,2013,7,25,206,1.1812918735,0.65784517509999996,1.8391370486,1.8108426325,29
Newbury,2013-08-01T00:00:00Z,2013,8,1,213,0.3253857855,7.0736040299999997E-2,0.3961218259,-1.4430152227000002,30
Newbury,2013-08-08T00:00:00Z,2013,8,8,220,0.0778096444,1.4147208099999999E-2,0.0919568524,-0.30416497349999999,31
Newbury,2013-08-15T00:00:00Z,2013,8,15,227,2.3979517672,0.17684010080000001,2.574791868,2.4828350156000001,32
Newbury,2013-08-22T00:00:00Z,2013,8,22,234,7.9224365171,0.38197461780000003,8.3044111348,5.7296192668000003,33
Newbury,2013-08-29T00:00:00Z,2013,8,29,241,0.1485456847,6.36624363E-2,0.212208121,-8.0922030138000007,34
Newbury,2013-09-05T00:00:00Z,2013,9,5,248,2.3130685188,1.4147208099999999E-2,2.3272157269,2.1150076058999998,35
Newbury,2013-09-11T00:00:00Z,2013,9,11,254,6.0974466765,7.0736040299999997E-2,6.1681827169,3.8409669899999996,36
Newbury,2013-09-18T00:00:00Z,2013,9,18,261,11.133852748,7.0736039999999998E-3,11.140926352,4.9727436350999996,37
Newbury,2013-09-25T00:00:00Z,2013,9,25,268,0.3466065976,7.0736039999999998E-3,0.3536802017,-10.7872461503,38
Newbury,2013-10-02T00:00:00Z,2013,10,2,275,0.6790659872,0,0.6790659872,0.32538578550000002,39
Newbury,2013-10-09T00:00:00Z,2013,10,9,282,0.0282944161,0,0.0282944161,-0.65077157109999995,40
Newbury,2014-05-29T00:00:00Z,2014,5,29,149,0,0,0,-2.8294416100000001E-2,21
Newbury,2014-06-05T00:00:00Z,2014,6,5,156,0,0,0,0,22
Newbury,2014-06-12T00:00:00Z,2014,6,12,163,0,1.4147208099999999E-2,0.0141472081,1.4147208099999999E-2,23
Newbury,2014-06-19T00:00:00Z,2014,6,19,170,0.1909873089,0.1697664968,0.3607538057,0.34660659760000001,24
Newbury,2014-06-26T00:00:00Z,2014,6,26,177,0.0848832484,7.7809644400000003E-2,0.1626928928,-0.1980609129,25
Newbury,2014-07-02T00:00:00Z,2014,7,2,183,0.0212208121,2.12208121E-2,0.0424416242,-0.12025126859999999,26
Newbury,2014-07-09T00:00:00Z,2014,7,9,190,0.0848832484,4.24416242E-2,0.1273248726,8.48832484E-2,27
Newbury,2014-07-23T00:00:00Z,2014,7,23,204,0.0990304565,0,0.0990304565,-2.8294416099999997E-2,29
Newbury,2014-07-30T00:00:00Z,2014,7,30,211,0.8276116719,1.4147208099999999E-2,0.8417588799,0.7427284234,30
Newbury,2014-08-06T00:00:00Z,2014,8,6,218,0.4739314702,0,0.4739314702,-0.3678274097,31
Newbury,2014-08-12T00:00:00Z,2014,8,12,224,0.2334289331,0,0.2334289331,-0.24050253709999997,32
Newbury,2014-08-20T00:00:00Z,2014,8,20,232,4.067322319,7.7809644400000003E-2,4.1451319634,3.9117030303,33
Newbury,2014-08-27T00:00:00Z,2014,8,27,239,22.826520215,0.87712690010000005,23.703647115,19.558515151599998,34
Newbury,2014-09-04T00:00:00Z,2014,9,4,247,6.1398883007,6.36624363E-2,6.203550737,-17.500096377999999,35
Newbury,2014-09-10T00:00:00Z,2014,9,10,253,0.1061040605,0,0.1061040605,-6.0974466764999997,36
Newbury,2014-09-17T00:00:00Z,2014,9,17,260,0.6083299468,7.0736039999999998E-3,0.6154035509,0.5092994904,37
Newbury,2014-09-25T00:00:00Z,2014,9,25,268,0.0141472081,0,0.0141472081,-0.60125634279999995,38
Newbury,2014-10-03T00:00:00Z,2014,10,3,276,0.0212208121,0,0.0212208121,7.0736040000000007E-3,39
Newbury,2014-10-10T00:00:00Z,2014,10,10,283,0.0141472081,0,0.0141472081,-7.0736040000000007E-3,40
Newbury,2015-05-14T00:00:00Z,2015,5,14,134,0,0,0,-1.4147208099999999E-2,19
Newbury,2015-05-21T00:00:00Z,2015,5,21,141,0,0,0,0,20
Newbury,2015-05-28T00:00:00Z,2015,5,28,148,0,0,0,0,21
Newbury,2015-06-05T00:00:00Z,2015,6,5,156,0,0,0,0,22
Newbury,2015-06-11T00:00:00Z,2015,6,11,162,0,0,0,0,23
Newbury,2015-06-19T00:00:00Z,2015,6,19,170,0.007073604,7.0736039999999998E-3,0.0141472081,1.4147208099999999E-2,24
Newbury,2015-07-02T00:00:00Z,2015,7,2,183,0.0282944161,2.8294416100000001E-2,0.0565888323,4.24416242E-2,26
Newbury,2015-07-09T00:00:00Z,2015,7,9,190,0.0778096444,3.5368020200000003E-2,0.1131776645,5.6588832199999994E-2,27
Newbury,2015-07-16T00:00:00Z,2015,7,16,197,0.0778096444,2.12208121E-2,0.0990304565,-1.4147207999999994E-2,28
Newbury,2015-07-23T00:00:00Z,2015,7,23,204,0.3041649734,4.24416242E-2,0.3466065976,0.24757614110000001,29
Newbury,2015-07-30T00:00:00Z,2015,7,30,211,0.6295507589,9.1956852399999997E-2,0.7215076114,0.37490101379999996,30
Newbury,2015-08-06T00:00:00Z,2015,8,6,218,0.1626928928,4.9515228199999997E-2,0.212208121,-0.5092994904,31
Newbury,2015-08-13T00:00:00Z,2015,8,13,225,0.5163730944,0.13439847660000001,0.650771571,0.43856345000000008,32
Newbury,2015-08-20T00:00:00Z,2015,8,20,232,0.3536802017,0.1061040605,0.4597842622,-0.19098730880000003,33
Newbury,2015-08-25T00:00:00Z,2015,8,25,237,0.4597842622,4.24416242E-2,0.5022258863,4.2441624099999964E-2,34
Newbury,2015-09-03T00:00:00Z,2015,9,3,246,12.859812132,0.59418273880000005,13.453994871,12.951768984700001,35
Newbury,2015-09-10T00:00:00Z,2015,9,10,253,1.5986345115,0.13439847660000001,1.7330329881,-11.720961882900001,36
Newbury,2015-09-17T00:00:00Z,2015,9,17,260,25.776213097,0.1202512686,25.896464365,24.1634313769,37
Newbury,2015-09-24T00:00:00Z,2015,9,24,267,2.2069644583,7.0736039999999998E-3,2.2140380624,-23.6824263026,38
Newbury,2015-10-02T00:00:00Z,2015,10,2,275,0.1131776645,0,0.1131776645,-2.1008603979,39
Newbury,2015-10-12T00:00:00Z,2015,10,12,285,0.1485456847,0,0.1485456847,3.5368020200000017E-2,41
Newbury,2016-05-26T00:00:00Z,2016,5,26,147,0.0778096444,3.5368020200000003E-2,0.1131776645,-3.5368020200000017E-2,21
Newbury,2016-06-03T00:00:00Z,2016,6,3,155,0.0141472081,7.0736039999999998E-3,0.0212208121,-9.1956852399999997E-2,22
Newbury,2016-06-16T00:00:00Z,2016,6,16,168,0.3112385775,0.1697664968,0.4810050742,0.45978426210000001,24
Newbury,2016-06-23T00:00:00Z,2016,6,23,175,2.9284720697,0.89127410819999997,3.8197461779,3.3387411036999999,25
Newbury,2016-06-30T00:00:00Z,2016,6,30,182,0.0990304565,4.24416242E-2,0.1414720807,-3.6782740972000001,26
Newbury,2016-07-07T00:00:00Z,2016,7,7,189,0.0141472081,2.12208121E-2,0.0353680202,-0.1061040605,27
Newbury,2016-07-14T00:00:00Z,2016,7,14,196,0.1980609129,0.3678274097,0.5658883226,0.53052030240000003,28
Newbury,2016-07-21T00:00:00Z,2016,7,21,203,0.1768401008,0.17684010080000001,0.3536802017,-0.21220812090000002,29
Newbury,2016-07-27T00:00:00Z,2016,7,27,209,3.5509492246,1.2166598936999999,4.7676091183,4.4139289166000006,30
Newbury,2016-08-04T00:00:00Z,2016,8,4,217,0.8346852759,0.48100507419999999,1.3156903502,-3.4519187681000005,31
Newbury,2016-08-15T00:00:00Z,2016,8,15,228,1.42179441065,0.82407486990000001,2.2458692805,0.9301789303000001,33
Newbury,2016-08-22T00:00:00Z,2016,8,22,235,0.643697967,3.5368020200000003E-2,0.6790659872,-1.5668032933,34
Newbury,2016-08-31T00:00:00Z,2016,8,31,244,3.9399974464,0.21928172500000001,4.1592791715,3.4802131842999997,35
Newbury,2016-09-07T00:00:00Z,2016,9,7,251,0.5941827388,0.1556192887,0.7498020275,-3.4094771439999998,36
Newbury,2016-09-14T00:00:00Z,2016,9,14,258,0.6790659872,2.8294416100000001E-2,0.7073604033,-4.2441624199999972E-2,37
Newbury,2016-09-21T00:00:00Z,2016,9,21,265,0.7993172557,7.7809644400000003E-2,0.8771269001,0.1697664968,38
Newbury,2016-09-28T00:00:00Z,2016,9,28,272,0.1485456847,0,0.1485456847,-0.72858121539999998,39
Newbury,2016-10-05T00:00:00Z,2016,10,5,279,0.0636624363,1.4147208099999999E-2,0.0778096444,-7.0736040300000011E-2,40
