site,date,year,month,dayofmonth,dayofyr,coloniesperL,filbundperL,totalperL,totalperL_diff,week,light_sum,watertemp_min,watertemp_mean,watertemp_median,watertemp_max
Coffin,2015-07-23,2015,7,23,204,0.134398477,0.049515228,0.183913705,0.063662436,29,1200967.6,22.81,23.01083333,22.98,23.14
Coffin,2015-07-30,2015,7,30,211,0.077809644,0.028294416,0.106104061,-0.077809644,30,825660.4,23.49,24.29833333,24.265,25.22
Coffin,2015-08-06,2015,8,6,218,0.042441624,0.014147208,0.056588832,-0.049515228,31,1211472.7,23.14,23.48791667,23.49,24
Coffin,2015-08-13,2015,8,13,225,0.155619289,0.021220812,0.176840101,0.120251269,32,1420196.8,22.31,22.79666667,22.725,23.32
Coffin,2015-08-20,2015,8,20,232,0.459784262,0.049515228,0.50929949,0.33245939,33,1411564.1,24.87,25.19583333,25.04,25.74
Coffin,2015-08-25,2015,8,25,237,0.43856345,0.021220812,0.459784262,-0.049515228,34,392421.9,24.35,24.77333333,24.78,25.22
Coffin,2015-09-03,2015,9,3,246,3.3316675,0.381974618,3.713642117,3.253857855,35,1000187.4,22.81,23.36833333,23.49,23.83
Coffin,2015-09-10,2015,9,10,253,0.594182739,0.03536802,0.629550759,-3.084091359,36,204977.7,23.32,23.63166667,23.66,23.83
Coffin,2015-09-17,2015,9,17,260,0.700286799,0,0.700286799,0.07073604,37,872322.1,20.98,21.55916667,21.64,22.14
Coffin,2015-09-24,2015,9,24,267,0.169766497,0.007073604,0.176840101,-0.523446699,38,NA,NA,NA,NA,NA
Coffin,2015-10-02,2015,10,2,275,0.063662436,0,0.063662436,-0.113177665,39,NA,NA,NA,NA,NA
Coffin,2015-10-10,2015,10,10,283,0.127324873,0.03536802,0.162692893,0.099030457,40,NA,NA,NA,NA,NA
Coffin,2015-10-12,2015,10,12,285,0.014147208,0,0.014147208,-0.148545685,41,NA,NA,NA,NA,NA
Coffin,2016-05-26,2016,5,26,147,0.007073604,0,0.007073604,-0.007073604,21,NA,NA,NA,NA,NA
Coffin,2016-06-03,2016,6,3,155,0.084883248,0.042441624,0.127324873,0.120251269,22,NA,NA,NA,NA,NA
Coffin,2016-06-16,2016,6,16,168,0.183913705,0.183913705,0.36782741,0.240502537,24,NA,15.67,16.19333333,16.31,17.9
Coffin,2016-06-23,2016,6,23,175,0.056588832,0.042441624,0.099030457,-0.268796953,25,1351791.4,18.71,19.1825,19.36,19.52
Coffin,2016-06-30,2016,6,30,182,0.028294416,0.03536802,0.063662436,-0.03536802,26,1503908.2,21.48,21.95541667,22.14,22.31
Coffin,2016-07-07,2016,7,7,189,0.028294416,0.014147208,0.042441624,-0.021220812,27,457564.8,22.48,23.13125,23.06,23.83
Coffin,2016-07-14,2016,7,14,196,0.134398477,0.141472081,0.275870557,0.233428933,28,399396.6,21.64,22.36583333,22.31,23.32
Coffin,2016-07-21,2016,7,21,203,0.049515228,0.028294416,0.077809644,-0.198060913,29,1509483.7,22.48,22.8875,22.98,23.32
Coffin,2016-07-27,2016,7,27,209,0.523446698,0.148545685,0.671992383,0.594182739,30,1602947.7,23.14,23.73791667,23.83,24.18
Coffin,2016-08-15,2016,8,15,228,0.477468272,0.343069796,0.820538068,0.148545685,33,867004.8,24,24.36958333,24.35,24.69
Coffin,2016-08-22,2016,8,22,235,1.294469538,0.396121826,1.690591364,0.870053296,34,1409831.2,23.14,23.83083333,23.83,24.35
Coffin,2016-08-31,2016,8,31,244,0.551741115,0.077809644,0.629550759,-1.061040605,35,635085,22.48,22.74166667,22.725,23.14
Coffin,2016-09-07,2016,9,7,251,0.488078678,0.028294416,0.516373094,-0.113177665,36,426285.5,22.31,22.7275,22.725,23.32
Coffin,2016-09-14,2016,9,14,258,0.318312182,0.014147208,0.33245939,-0.183913705,37,471806,21.14,21.55208333,21.64,22.14
Coffin,2016-09-21,2016,9,21,265,0.608329947,0.056588832,0.664918779,0.33245939,38,760247.5,20.49,20.99,20.98,21.48
Coffin,2016-09-28,2016,9,28,272,0.028294416,0.021220812,0.049515228,-0.615403551,39,NA,NA,NA,NA,NA
Coffin,2016-10-05,2016,10,5,279,0.049515228,0,0.049515228,0,40,NA,NA,NA,NA,NA
Fichter,2007-06-21,2007,6,21,172,0,0,0,NA,24,NA,NA,NA,NA,NA
Fichter,2007-06-28,2007,6,28,179,0.084883248,0,0.084883248,0.084883248,25,NA,NA,NA,NA,NA
Fichter,2007-07-05,2007,7,5,186,0.608329947,0.099030457,0.707360403,0.622477155,26,NA,19.66,20.38291667,20.31,21.13
Fichter,2007-07-12,2007,7,12,193,0.007073604,0.007073604,0.014147208,-0.693213195,27,NA,20.47,21.04541667,21.13,21.63
Fichter,2007-07-19,2007,7,19,200,0.113177665,0.021220812,0.134398477,0.120251269,28,NA,21.63,21.81958333,21.79,21.96
Fichter,2007-07-26,2007,7,26,207,1.032746189,1.909873089,2.942619278,2.808220801,29,NA,22.46,22.92291667,22.79,24.68
Fichter,2007-08-02,2007,8,2,214,0.997378169,3.077017754,4.074395923,1.131776645,30,NA,24.86,25.225,25.285,25.72
Fichter,2007-08-09,2007,8,9,221,1.676444156,9.846456814,11.52290097,7.448505047,31,NA,23.13,23.69708333,23.81,24.16
Fichter,2007-08-16,2007,8,16,228,1.025672585,6.826027892,7.851700477,-3.671200493,32,NA,22.79,23.3425,23.385,23.98
Fichter,2007-08-23,2007,8,23,235,0.594182739,NA,0.594182739,-7.257517738,33,NA,20.47,20.59666667,20.63,20.79
Fichter,2007-08-30,2007,8,30,242,8.863225854,0,8.863225854,8.269043115,34,NA,22.63,23.0175,22.96,23.64
Fichter,2007-09-06,2007,9,6,249,1.71888578,0,1.71888578,-7.144340074,35,NA,20.47,21.05166667,20.795,21.79
Fichter,2007-09-13,2007,9,13,256,2.320142123,0,2.320142123,0.601256343,36,NA,18.86,19.28,19.26,19.66
Fichter,2007-09-20,2007,9,20,263,0.544667511,0,0.544667511,-1.775474612,37,NA,NA,NA,NA,NA
Fichter,2008-06-05,2008,6,5,157,0,0,0,-0.544667511,22,NA,NA,NA,NA,NA
Fichter,2008-06-12,2008,6,12,164,0.049515228,0,0.049515228,0.049515228,23,NA,NA,NA,NA,NA
Fichter,2008-06-19,2008,6,19,171,0.099030457,0,0.099030457,0.049515228,24,NA,19.02,19.70291667,19.66,20.63
Fichter,2008-06-26,2008,6,26,178,0.176840101,0,0.176840101,0.077809644,25,NA,19.98,20.14833333,20.14,20.47
Fichter,2008-07-03,2008,7,3,185,3.03457613,0.063662436,3.098238567,2.921398466,26,NA,22.13,22.38375,22.46,22.79
Fichter,2008-07-10,2008,7,10,192,0.212208121,0,0.212208121,-2.886030446,27,NA,22.63,23.37125,23.47,23.81
Fichter,2008-07-17,2008,7,17,199,1.096408625,0,1.096408625,0.884200504,28,NA,23.3,23.72,23.725,24.16
Fichter,2008-07-24,2008,7,24,206,0.466857866,0.007073604,0.47393147,-0.622477155,29,NA,21.46,21.69791667,21.63,22.13
Fichter,2008-07-31,2008,7,31,213,1.768401008,0.106104061,1.874505069,1.400573599,30,NA,23.3,23.87916667,23.64,24.68
Fichter,2008-08-07,2008,8,7,220,0.870053296,0.063662436,0.933715732,-0.940789336,31,NA,21.46,21.69708333,21.63,22.13
Fichter,2008-08-14,2008,8,14,227,0.466857866,0,0.466857866,-0.466857866,32,NA,21.29,21.59833333,21.63,22.13
Fichter,2008-08-21,2008,8,21,234,1.329837558,0.099030457,1.428868015,0.962010149,33,NA,20.47,20.75458333,20.71,21.13
Fichter,2008-08-26,2008,8,26,239,0.360753806,0,0.360753806,-1.068114209,34,NA,20.47,20.87791667,20.96,21.29
Fichter,2008-09-04,2008,9,4,248,0.141472081,0,0.141472081,-0.219281725,35,NA,21.13,21.86875,21.71,23.13
Fichter,2008-09-10,2008,9,10,254,0.212208121,0,0.212208121,0.07073604,36,NA,19.98,20.32625,20.31,20.63
Fichter,2008-09-17,2008,9,17,261,0.056588832,0.014147208,0.07073604,-0.141472081,37,NA,NA,NA,NA,NA
Fichter,2008-09-24,2008,9,24,268,0.099030457,0,0.099030457,0.028294416,38,NA,NA,NA,NA,NA
Fichter,2009-05-15,2009,5,15,135,0,0,0,-0.099030457,19,NA,NA,NA,NA,NA
Fichter,2009-05-29,2009,5,29,149,0.007073604,0,0.007073604,0.007073604,21,NA,13.01,13.30416667,13.32,13.62
Fichter,2009-06-04,2009,6,4,155,0.021220812,0,0.021220812,0.014147208,22,NA,15.02,15.51791667,15.5,16.13
Fichter,2009-06-17,2009,6,17,168,0.007073604,0,0.007073604,-0.014147208,24,NA,16.45,17.61083333,17.005,19.5
Fichter,2009-06-25,2009,6,25,176,0.084883248,0,0.084883248,0.077809644,25,872580.2,18.53,19.11666667,18.775,20.63
Fichter,2009-07-02,2009,7,2,183,0.063662436,0,0.063662436,-0.021220812,26,177680.3,18.21,18.57791667,18.53,18.86
Fichter,2009-07-09,2009,7,9,190,0.106104061,0.042441624,0.148545685,0.084883248,27,711077.8,19.02,19.4675,19.18,20.47
Fichter,2009-07-16,2009,7,16,197,0.042441624,0,0.042441624,-0.106104061,28,633803.3,19.98,20.36708333,20.39,21.13
Fichter,2009-07-23,2009,7,23,204,0.007073604,0,0.007073604,-0.03536802,29,362971.4,20.79,20.91041667,20.79,21.13
Fichter,2009-07-30,2009,7,30,211,0.233428933,0.007073604,0.240502537,0.233428933,30,630348.4,21.46,22.11875,22.21,22.63
Fichter,2009-08-06,2009,8,6,218,0.212208121,0,0.212208121,-0.028294416,31,294846.2,22.29,22.76625,22.79,23.3
Fichter,2009-08-13,2009,8,13,225,0.205134517,0,0.205134517,-0.007073604,32,262618.8,22.79,22.93166667,22.96,23.13
Fichter,2009-08-20,2009,8,20,232,0.297091369,0,0.297091369,0.091956852,33,738418.3,24.51,24.96333333,25.03,25.37
Fichter,2009-08-27,2009,8,27,239,0.488078678,0,0.488078678,0.190987309,34,617991.5,22.79,23.11583333,23.13,23.64
Fichter,2009-09-01,2009,9,1,244,0.381974618,0,0.381974618,-0.106104061,35,591265.2,20.47,20.73458333,20.63,21.46
Fichter,2009-09-08,2009,9,8,251,0.629550759,0,0.629550759,0.247576141,36,201684.3,20.31,20.61791667,20.63,20.96
Fichter,2009-09-15,2009,9,15,258,0.940789336,0,0.940789336,0.311238578,37,160845.5,19.18,19.4,19.34,19.66
Fichter,2009-09-21,2009,9,21,264,4.095616735,0,4.095616735,3.154827399,38,NA,NA,NA,NA,NA
Fichter,2009-10-05,2009,10,5,278,0.226355329,0,0.226355329,-3.869261406,40,NA,NA,NA,NA,NA
Fichter,2010-04-15,2010,4,15,105,0.077809644,0,0.077809644,-0.148545685,15,NA,NA,NA,NA,NA
Fichter,2010-04-30,2010,4,30,120,0.063662436,0,0.063662436,-0.014147208,17,NA,NA,NA,NA,NA
Fichter,2010-05-13,2010,5,13,133,0,0,0,-0.063662436,19,NA,NA,NA,NA,NA
Fichter,2010-05-25,2010,5,25,145,0.049515228,0,0.049515228,0.049515228,21,NA,NA,NA,NA,NA
Fichter,2010-06-04,2010,6,4,155,0.021220812,0,0.021220812,-0.028294416,22,1096610.6,19.66,19.92083333,19.98,20.47
Fichter,2010-06-10,2010,6,10,161,0.007073604,0,0.007073604,-0.014147208,23,134657.7,16.93,17.29,17.24,17.56
Fichter,2010-06-15,2010,6,15,166,0.042441624,0.007073604,0.049515228,0.042441624,24,1249426.9,17.08,17.4,17.4,17.88
Fichter,2010-06-24,2010,6,24,175,0.091956852,0,0.091956852,0.042441624,25,795273.5,20.96,21.46666667,21.545,21.96
Fichter,2010-07-01,2010,7,1,182,0.36782741,0.226355329,0.594182739,0.502225886,26,856552.5,20.63,21.04291667,21.045,21.29
Fichter,2010-07-08,2010,7,8,189,0.346606598,0.106104061,0.452710658,-0.141472081,27,1282859.1,23.47,25.00583333,25.115,25.89
Fichter,2010-07-15,2010,7,15,196,0.431489846,0.219281725,0.650771571,0.198060913,28,183509.1,24.33,24.76666667,24.685,25.37
Fichter,2010-07-22,2010,7,22,203,0.657845175,0.381974618,1.039819793,0.389048222,29,88125,24.33,24.58708333,24.595,25.03
Fichter,2010-07-29,2010,7,29,210,0.275870557,0.148545685,0.424416242,-0.615403551,30,884157.6,23.81,24.1575,24.16,24.51
Fichter,2010-08-05,2010,8,5,217,5.715472059,5.503263938,11.218736,10.79431975,31,348311.1,23.64,24.04208333,23.98,24.68
Fichter,2010-08-12,2010,8,12,224,1.478383243,1.365205578,2.843588821,-8.375147175,32,501535.6,24.16,24.41166667,24.33,24.68
Fichter,2010-08-19,2010,8,19,231,0.884200504,0.608329947,1.492530451,-1.35105837,33,1172367,22.96,23.53625,23.47,24.33
Fichter,2010-08-26,2010,8,26,238,0.459784262,0.042441624,0.502225886,-0.990304565,34,661262.3,20.79,21.00666667,20.79,21.63
Fichter,2010-09-02,2010,9,2,245,2.468687808,0,2.468687808,1.966461921,35,808126,22.79,23.47166667,23.47,24.16
Fichter,2010-09-09,2010,9,9,252,0.381974618,0,0.381974618,-2.08671319,36,140039,20.31,20.625,20.63,20.96
Fichter,2010-09-16,2010,9,16,259,0.042441624,0,0.042441624,-0.339532994,37,216613.8,17.88,18.36791667,18.37,19.02
Fichter,2010-09-23,2010,9,23,266,0.077809644,0,0.077809644,0.03536802,38,NA,NA,NA,NA,NA
Fichter,2010-09-30,2010,9,30,273,0,0,0,-0.077809644,39,NA,NA,NA,NA,NA
Fichter,2010-10-07,2010,10,7,280,0.007073604,0,0.007073604,0.007073604,40,NA,NA,NA,NA,NA
Fichter,2011-04-28,2011,4,28,118,0,0,0,-0.007073604,17,NA,NA,NA,NA,NA
Fichter,2011-05-05,2011,5,5,125,0,0,0,0,18,NA,NA,NA,NA,NA
Fichter,2011-05-12,2011,5,12,132,0,0,0,0,19,NA,NA,NA,NA,NA
Fichter,2011-05-19,2011,5,19,139,0,0,0,0,20,NA,NA,NA,NA,NA
Fichter,2011-05-26,2011,5,26,146,0,0,0,0,21,NA,NA,NA,NA,NA
Fichter,2011-06-02,2011,6,2,153,0,0,0,0,22,NA,NA,NA,NA,NA
Fichter,2011-06-10,2011,6,10,161,0,0,0,0,23,619358.2,19.35,20.0325,20.15,20.64
Fichter,2011-06-16,2011,6,16,167,0,0,0,0,24,463883.6,17.09,18.34208333,18.37,19.83
Fichter,2011-06-23,2011,6,23,174,0.028294416,0,0.028294416,0.028294416,25,93905.3,18.05,18.805,18.86,19.51
Fichter,2011-06-30,2011,6,30,181,0,0,0,-0.028294416,26,715609.6,19.67,20.09,20.15,20.47
Fichter,2011-07-07,2011,7,7,188,0.042441624,0.028294416,0.07073604,0.07073604,27,994870,22.63,22.96541667,22.97,23.13
Fichter,2011-07-14,2011,7,14,195,0.014147208,0,0.014147208,-0.056588832,28,569198.6,23.3,23.65375,23.65,23.99
Fichter,2011-07-21,2011,7,21,202,0.127324873,0.007073604,0.134398477,0.120251269,29,219466.4,24.86,25.38041667,25.38,25.9
Fichter,2011-07-28,2011,7,28,209,0.099030457,0,0.099030457,-0.03536802,30,142192.1,23.65,24.34541667,24.34,25.03
Fichter,2011-08-04,2011,8,4,216,0.870053296,0.099030457,0.969083753,0.870053296,31,86401.8,23.65,24.2075,24.25,24.68
Fichter,2011-08-11,2011,8,11,223,1.372279182,0.212208121,1.584487303,0.615403551,32,798653.3,22.63,23.06625,22.97,23.65
Fichter,2011-08-18,2011,8,18,230,1.959388317,0.339532994,2.298921311,0.714434007,33,850288.5,21.97,22.905,22.97,23.47
Fichter,2011-08-25,2011,8,25,237,1.082261417,0.049515228,1.131776645,-1.167144666,34,186464,21.46,21.77708333,21.8,22.13
Fichter,2011-09-01,2011,9,1,244,3.041649734,0,3.041649734,1.909873089,35,178875.6,20.97,21.60375,21.63,22.13
Fichter,2011-09-08,2011,9,8,251,0.481005074,0,0.481005074,-2.56064466,36,225913.6,19.99,20.19,20.15,20.31
Fichter,2011-09-15,2011,9,15,258,0.063662436,0,0.063662436,-0.417342638,37,96864.6,19.35,20.07041667,20.23,20.64
Fichter,2011-09-22,2011,9,22,265,0,0,0,-0.063662436,38,NA,NA,NA,NA,NA
Fichter,2011-09-29,2011,9,29,272,0,0,0,0,39,NA,NA,NA,NA,NA
Fichter,2011-10-06,2011,10,6,279,0.007073604,0,0.007073604,0.007073604,40,NA,NA,NA,NA,NA
Fichter,2012-03-29,2012,3,29,89,0,0,0,-0.007073604,13,NA,NA,NA,NA,NA
Fichter,2012-04-13,2012,4,13,104,0,0,0,0,15,NA,NA,NA,NA,NA
Fichter,2012-04-19,2012,4,19,110,0,0,0,0,16,NA,NA,NA,NA,NA
Fichter,2012-05-03,2012,5,3,124,0,0,0,0,18,NA,NA,NA,NA,NA
Fichter,2012-05-10,2012,5,10,131,0,0,0,0,19,NA,NA,NA,NA,NA
Fichter,2012-05-17,2012,5,17,138,0,0,0,0,20,NA,NA,NA,NA,NA
Fichter,2012-05-24,2012,5,24,145,0,0,0,0,21,NA,NA,NA,NA,NA
Fichter,2012-05-31,2012,5,31,152,0.007073604,0,0.007073604,0.007073604,22,919016,17.72,18.18666667,18.21,18.37
Fichter,2012-06-07,2012,6,7,159,0,0,0,-0.007073604,23,455003.2,16.13,16.62166667,16.53,17.08
Fichter,2012-06-14,2012,6,14,166,0.021220812,0,0.021220812,0.021220812,24,NA,17.72,18.18625,18.21,19.02
Fichter,2012-06-21,2012,6,21,173,0.049515228,0,0.049515228,0.028294416,25,NA,20.63,21.36291667,21.295,22.63
Fichter,2012-06-28,2012,6,28,180,0.07073604,0.007073604,0.077809644,0.028294416,26,NA,20.14,20.52916667,20.55,20.79
Fichter,2012-07-05,2012,7,5,187,0.106104061,0,0.106104061,0.028294416,27,NA,22.79,22.9175,22.96,23.13
Fichter,2012-07-12,2012,7,12,194,0.664918779,0.190987309,0.855906088,0.749802028,28,1235992.4,23.64,24.12208333,23.98,25.03
Fichter,2012-07-19,2012,7,19,201,0.813464464,0.198060913,1.011525377,0.155619289,29,1009820.6,24.33,24.60208333,24.68,24.86
Fichter,2012-07-26,2012,7,26,208,0.452710658,0.113177665,0.565888323,-0.445637054,30,246990.2,22.96,23.045,23.045,23.13
Fichter,2012-08-02,2012,8,2,215,0.431489846,0.148545685,0.580035531,0.014147208,31,976194.6,23.13,23.81541667,23.725,24.86
Fichter,2012-08-09,2012,8,9,222,0.587109135,0.247576141,0.834685276,0.254649745,32,626989.7,24.51,24.88541667,24.86,25.55
Fichter,2012-08-16,2012,8,16,229,0.155619289,0.021220812,0.176840101,-0.657845175,33,770968.6,24.16,24.4275,24.51,24.68
Fichter,2012-08-23,2012,8,23,236,0.254649745,0.091956852,0.346606598,0.169766497,34,896551.4,23.47,23.87791667,23.725,24.51
Fichter,2012-08-30,2012,8,30,243,0.268796953,0.007073604,0.275870557,-0.07073604,35,715824.6,22.29,22.70375,22.63,23.47
Fichter,2012-09-06,2012,9,6,250,0.898347712,0,0.898347712,0.622477155,36,750194.3,21.29,21.84833333,21.795,22.79
Fichter,2012-09-13,2012,9,13,257,0.148545685,0,0.148545685,-0.749802028,37,1160904,19.98,20.82166667,20.63,22.13
Fichter,2012-09-20,2012,9,20,264,0.099030457,0,0.099030457,-0.049515228,38,1405945,18.37,18.69333333,18.53,19.18
Fichter,2012-09-27,2012,9,27,271,0.063662436,0,0.063662436,-0.03536802,39,NA,NA,NA,NA,NA
Fichter,2012-10-05,2012,10,5,279,0.007073604,0,0.007073604,-0.056588832,40,NA,NA,NA,NA,NA
Fichter,2013-05-14,2013,5,14,134,0,0,0,-0.007073604,19,NA,NA,NA,NA,NA
Fichter,2013-05-23,2013,5,23,143,0,0,0,0,20,NA,NA,NA,NA,NA
Fichter,2013-05-30,2013,5,30,150,0,0,0,0,21,NA,12.56,13.12208333,13.18,13.64
Fichter,2013-06-06,2013,6,6,157,0,0,0,0,22,NA,17.11,17.44333333,17.43,17.91
Fichter,2013-06-13,2013,6,13,164,0,0,0,0,23,NA,15.05,15.29666667,15.37,15.53
Fichter,2013-06-20,2013,6,20,171,0.007073604,0.007073604,0.014147208,0.014147208,24,524151.1,16.95,17.63833333,17.59,19.2
Fichter,2013-06-27,2013,6,27,178,0,0,0,-0.014147208,25,210639.8,20.66,21.7825,21.82,22.32
Fichter,2013-07-03,2013,7,3,184,0.021220812,0,0.021220812,0.021220812,26,269949.3,19.52,21.52333333,21.48,23.15
Fichter,2013-07-11,2013,7,11,192,0,0,0,-0.021220812,27,443420.7,22.32,23.05541667,23.15,23.66
Fichter,2013-07-18,2013,7,18,199,0.03536802,0,0.03536802,0.03536802,28,584063.4,26.09,26.45083333,26.355,27.33
Fichter,2013-07-25,2013,7,25,206,0.353680202,0.134398477,0.488078678,0.452710658,29,343682.2,23.32,23.63416667,23.66,24.18
Fichter,2013-08-01,2013,8,1,213,0.346606598,0.099030457,0.445637054,-0.042441624,30,96488.3,23.15,23.5625,23.575,24.01
Fichter,2013-08-08,2013,8,8,220,0.410269034,0.141472081,0.551741115,0.106104061,31,515540.1,21.82,22.28166667,22.235,22.82
Fichter,2013-08-15,2013,8,15,227,0.940789336,0.056588832,0.997378169,0.445637054,32,625666.5,20.66,21.0775,21.07,21.48
