site,date,year,month,dayofmonth,dayofyr,coloniesperL,filbundperL,totalperL,totalperL_diff,week,light_sum,watertemp_min,watertemp_mean,watertemp_median,watertemp_max
Newbury,2009-07-02,2009,7,2,183,0.007073604,0,0.007073604,-0.028294416,26,83184,15.68,16.3525,16.31,17.11
Newbury,2009-07-09,2009,7,9,190,0.021220812,0.007073604,0.028294416,0.021220812,27,335620.2,17.27,18.28208333,18.31,19.53
Newbury,2009-07-16,2009,7,16,197,0.049515228,0.007073604,0.056588832,0.028294416,28,443377.9,20.18,20.39458333,20.34,20.67
Newbury,2009-07-23,2009,7,23,204,0.021220812,0,0.021220812,-0.03536802,29,292596.7,19.69,20.73458333,20.99,21.16
Newbury,2009-07-30,2009,7,30,211,0.021220812,0,0.021220812,0,30,248560.8,19.21,20.35291667,20.18,21.49
Newbury,2009-08-06,2009,8,6,218,0.155619289,0,0.155619289,0.134398477,31,107155,22.83,23.30083333,23.33,24.02
Newbury,2009-08-13,2009,8,13,225,0.134398477,0,0.134398477,-0.021220812,32,196065.7,21.83,22.02958333,21.99,22.33
Newbury,2009-08-20,2009,8,20,232,2.914324862,0.03536802,2.949692882,2.815294405,33,126067.8,23.33,24.53208333,24.63,25.42
Newbury,2009-08-27,2009,8,27,239,3.451918768,0.007073604,3.458992372,0.50929949,34,648863,22.99,23.49125,23.51,24.02
Newbury,2009-09-01,2009,9,1,244,1.499604055,0,1.499604055,-1.959388317,35,571028.2,20.34,20.96208333,21.075,21.66
Newbury,2009-09-08,2009,9,8,251,5.673030435,0,5.673030435,4.17342638,36,566550.5,20.34,21.21333333,20.995,22.16
Newbury,2009-09-15,2009,9,15,258,6.776512664,0,6.776512664,1.103482229,37,334026.9,19.37,19.68625,19.53,20.34
Newbury,2009-09-21,2009,9,21,264,41.12593385,0,41.12593385,34.34942118,38,NA,NA,NA,NA,NA
Newbury,2009-10-05,2009,10,5,278,0.481005074,0,0.481005074,-40.64492877,40,NA,NA,NA,NA,NA
Newbury,2010-04-15,2010,4,15,105,0.042441624,0,0.042441624,-0.43856345,15,NA,NA,NA,NA,NA
Newbury,2010-04-30,2010,4,30,120,0.007073604,0,0.007073604,-0.03536802,17,NA,NA,NA,NA,NA
Newbury,2010-05-13,2010,5,13,133,0,0,0,-0.007073604,19,NA,NA,NA,NA,NA
Newbury,2010-05-25,2010,5,25,145,0.077809644,0,0.077809644,0.077809644,21,NA,NA,NA,NA,NA
Newbury,2010-06-04,2010,6,4,155,0.03536802,0,0.03536802,-0.042441624,22,596980.2,19.69,20.63208333,20.42,21.66
Newbury,2010-06-10,2010,6,10,161,0.007073604,0,0.007073604,-0.028294416,23,146196,16.79,17.23666667,17.27,17.43
Newbury,2010-06-15,2010,6,15,166,0.084883248,0.042441624,0.127324873,0.120251269,24,928789.9,17.27,17.99208333,17.91,18.72
Newbury,2010-06-24,2010,6,24,175,0.141472081,0.03536802,0.176840101,0.049515228,25,332455.3,20.99,21.91666667,21.74,22.83
Newbury,2010-07-01,2010,7,1,182,3.246784251,1.379352787,4.626137038,4.449296937,26,701982,21.16,21.66,21.66,22.16
Newbury,2010-07-08,2010,7,8,189,0.261723349,0.190987309,0.452710658,-4.17342638,27,790278.9,21.99,23.2125,23.51,24.02
Newbury,2010-07-15,2010,7,15,196,0.940789336,0.657845175,1.598634512,1.145923853,28,254047.6,23.85,24.29625,24.28,24.89
Newbury,2010-07-22,2010,7,22,203,0.792243652,0.792243652,1.584487303,-0.014147208,29,51642,24.37,24.71,24.63,25.24
Newbury,2010-07-29,2010,7,29,210,0.47393147,0.80639086,1.28032233,-0.304164973,30,608265.2,23.68,24.32083333,24.28,25.24
Newbury,2010-08-05,2010,8,5,217,0.275870557,0.028294416,0.304164973,-0.976157357,31,372196.1,23.33,24.11541667,24.19,24.54
Newbury,2010-08-12,2010,8,12,224,1.301543142,0.827611672,2.129154814,1.824989841,32,674631.9,23.68,24.59416667,24.72,25.07
Newbury,2010-08-19,2010,8,19,231,2.857736029,1.506677659,4.364413688,2.235258874,33,977109.7,23.33,24.16958333,24.195,25.24
Newbury,2010-08-26,2010,8,26,238,3.211416231,0.056588832,3.268005063,-1.096408625,34,766178.7,20.67,21.29458333,21.33,22.16
Newbury,2010-09-02,2010,9,2,245,24.46759635,0.007073604,24.47466995,21.20666489,35,888295.8,23.16,24.07541667,24.195,25.07
Newbury,2010-09-09,2010,9,9,252,0.077809644,0,0.077809644,-24.39686031,36,243383.9,20.5,20.78166667,20.83,21.16
Newbury,2010-09-16,2010,9,16,259,0.134398477,0,0.134398477,0.056588832,37,690927.5,17.59,18.09166667,18.07,18.88
Newbury,2010-09-22,2010,9,22,265,0.049515228,0,0.049515228,-0.084883248,38,491418,NA,NA,NA,NA
Newbury,2010-09-30,2010,9,30,273,0,0,0,-0.049515228,39,NA,NA,NA,NA,NA
Newbury,2010-10-07,2010,10,7,280,0,0,0,0,40,NA,NA,NA,NA,NA
Newbury,2011-04-28,2011,4,28,118,0,0,0,0,17,NA,NA,NA,NA,NA
Newbury,2011-05-05,2011,5,5,125,0,0,0,0,18,NA,NA,NA,NA,NA
Newbury,2011-05-12,2011,5,12,132,0,0,0,0,19,NA,NA,NA,NA,NA
Newbury,2011-05-19,2011,5,19,139,0,0,0,0,20,NA,NA,NA,NA,NA
Newbury,2011-05-26,2011,5,26,146,0,0,0,0,21,NA,NA,NA,NA,NA
Newbury,2011-06-02,2011,6,2,153,0.007073604,0,0.007073604,0.007073604,22,NA,NA,NA,NA,NA
Newbury,2011-06-10,2011,6,10,161,0.021220812,0.007073604,0.028294416,0.021220812,23,217334.5,19.86,21.30833333,21.67,22
Newbury,2011-06-16,2011,6,16,167,0,0,0,-0.028294416,24,775134,16.64,18.45875,18.64,19.7
Newbury,2011-06-23,2011,6,23,174,0.007073604,0,0.007073604,0.007073604,25,64583.7,14.58,15.60708333,15.69,16.96
Newbury,2011-06-30,2011,6,30,181,0,0,0,-0.007073604,26,503236.8,19.86,20.34333333,20.34,20.84
Newbury,2011-07-07,2011,7,7,188,0.120251269,0.014147208,0.134398477,0.134398477,27,503914.6,23.34,24.00666667,24.03,24.38
Newbury,2011-07-14,2011,7,14,195,0.325385786,0,0.325385786,0.190987309,28,982846.5,23.68,24.19458333,24.2,24.72
Newbury,2011-07-21,2011,7,21,202,0.240502537,0.014147208,0.254649745,-0.07073604,29,593933.2,24.38,25.44791667,25.59,26.12
Newbury,2011-07-28,2011,7,28,209,0.905421316,0.169766497,1.075187813,0.820538068,30,695233.5,24.03,24.78875,24.635,25.59
Newbury,2011-08-04,2011,8,4,216,1.810842633,0.657845175,2.468687808,1.393499995,31,504754.4,23.51,24.07166667,24.03,24.72
Newbury,2011-08-11,2011,8,11,223,0.707360403,0.254649745,0.962010149,-1.506677659,32,646655.6,22.67,23.15,23.17,23.68
Newbury,2011-08-18,2011,8,18,230,2.680895929,0.615403551,3.296299479,2.334289331,33,721981.5,21.5,22.48625,22.67,23.17
Newbury,2011-08-25,2011,8,25,237,0.516373094,0.077809644,0.594182739,-2.702116741,34,309571.4,21.17,21.28416667,21.33,21.5
Newbury,2011-09-01,2011,9,1,244,3.176048211,0.042441624,3.218489835,2.624307096,35,422711.6,20.34,20.83083333,20.84,22
Newbury,2011-09-08,2011,9,8,251,0.049515228,0,0.049515228,-3.168974607,36,NA,17.43,18.64458333,18.56,19.7
Newbury,2011-09-15,2011,9,15,258,0.084883248,0,0.084883248,0.03536802,37,68577.2,19.21,20.18333333,20.34,20.67
Newbury,2011-09-22,2011,9,22,265,0,0,0,-0.084883248,38,NA,NA,NA,NA,NA
Newbury,2011-09-29,2011,9,29,272,0,0,0,0,39,NA,NA,NA,NA,NA
Newbury,2011-10-06,2011,10,6,279,0.007073604,0,0.007073604,0.007073604,40,NA,NA,NA,NA,NA
Newbury,2012-03-29,2012,3,29,89,0,0,0,-0.007073604,13,NA,NA,NA,NA,NA
Newbury,2012-04-13,2012,4,13,104,0,0,0,0,15,NA,NA,NA,NA,NA
Newbury,2012-04-19,2012,4,19,110,0,0,0,0,16,NA,NA,NA,NA,NA
Newbury,2012-05-03,2012,5,3,124,0,0,0,0,18,NA,NA,NA,NA,NA
Newbury,2012-05-10,2012,5,10,131,0,0,0,0,19,NA,NA,NA,NA,NA
Newbury,2012-05-17,2012,5,17,138,0,0,0,0,20,NA,NA,NA,NA,NA
Newbury,2012-05-24,2012,5,24,145,0,0,0,0,21,NA,NA,NA,NA,NA
Newbury,2012-05-31,2012,5,31,152,0.007073604,0,0.007073604,0.007073604,22,NA,17.27,18.24166667,18.475,19.04
Newbury,2012-06-07,2012,6,7,159,0,0,0,-0.007073604,23,NA,15.84,16.68625,16.79,17.43
Newbury,2012-06-14,2012,6,14,166,0.03536802,0.007073604,0.042441624,0.042441624,24,NA,17.91,19.01041667,18.64,20.34
Newbury,2012-06-21,2012,6,21,173,0.014147208,0,0.014147208,-0.028294416,25,786135.4,21.99,22.63916667,22.66,23.33
Newbury,2012-06-28,2012,6,28,180,0.099030457,0,0.099030457,0.084883248,26,948434.3,20.34,21.09458333,21.33,21.83
Newbury,2012-07-05,2012,7,5,187,0.162692893,0.007073604,0.169766497,0.07073604,27,883785.3,23.33,23.67208333,23.68,24.02
Newbury,2012-07-12,2012,7,12,194,0.530520303,0.120251269,0.650771571,0.481005074,28,1135371.5,22.99,24.38041667,24.365,25.59
Newbury,2012-07-19,2012,7,19,201,4.024880695,0.007073604,4.031954299,3.381182728,29,1080120,24.89,25.315,25.33,25.59
Newbury,2012-07-26,2012,7,26,208,0.898347712,0.183913705,1.082261417,-2.949692882,30,124785.9,22.99,23.18125,23.16,23.33
Newbury,2012-08-02,2012,8,2,215,0.162692893,0,0.162692893,-0.919568524,31,971103,23.16,24.06125,24.02,25.07
Newbury,2012-08-09,2012,8,9,222,0.410269034,0.056588832,0.466857866,0.304164973,32,245773.4,24.54,25.03833333,24.98,25.76
Newbury,2012-08-16,2012,8,16,229,0.155619289,0.042441624,0.198060913,-0.268796953,33,242221.6,24.19,24.615,24.54,25.07
Newbury,2012-08-23,2012,8,23,236,0.615403551,0.063662436,0.679065987,0.481005074,34,186646.4,23.68,24.30541667,24.37,24.72
Newbury,2012-08-30,2012,8,30,243,0.318312182,0,0.318312182,-0.360753806,35,623481,22.49,22.9175,22.83,23.33
Newbury,2012-09-06,2012,9,6,250,0.155619289,0,0.155619289,-0.162692893,36,195494.7,21.49,21.72166667,21.745,22.33
Newbury,2012-09-13,2012,9,13,257,0.424416242,0,0.424416242,0.268796953,37,NA,19.69,20.63833333,20.665,21.66
Newbury,2012-09-20,2012,9,20,264,0.056588832,0,0.056588832,-0.36782741,38,NA,18.07,18.58291667,18.56,19.21
Newbury,2012-09-27,2012,9,27,271,0.014147208,0,0.014147208,-0.042441624,39,NA,NA,NA,NA,NA
Newbury,2012-10-05,2012,10,5,279,0,0,0,-0.014147208,40,NA,NA,NA,NA,NA
Newbury,2013-04-24,2013,4,24,114,0,0,0,0,16,NA,NA,NA,NA,NA
Newbury,2013-05-02,2013,5,2,122,0,0,0,0,17,NA,NA,NA,NA,NA
Newbury,2013-05-14,2013,5,14,134,0,0,0,0,19,NA,NA,NA,NA,NA
Newbury,2013-05-23,2013,5,23,143,0,0,0,0,20,NA,NA,NA,NA,NA
Newbury,2013-05-30,2013,5,30,150,0,0,0,0,21,258019.1,12.09,13.46208333,13.795,15.04
Newbury,2013-06-06,2013,6,6,157,0,0,0,0,22,38094,16.16,17.09708333,17.03,18.23
Newbury,2013-06-13,2013,6,13,164,0.007073604,0,0.007073604,0.007073604,23,103943.4,14.89,15.23541667,15.285,15.52
Newbury,2013-06-20,2013,6,20,171,0.014147208,0,0.014147208,0.007073604,24,981791.7,17.43,18.5925,18.475,19.86
Newbury,2013-06-27,2013,6,27,178,0,0,0,-0.014147208,25,206345,17.59,19.79666667,19.53,22.66
Newbury,2013-07-03,2013,7,3,184,0.007073604,0,0.007073604,0.007073604,26,429202.2,17.59,20.57958333,21.495,22.66
Newbury,2013-07-11,2013,7,11,192,0.028294416,0.007073604,0.03536802,0.028294416,27,473409.9,21.66,22.98666667,23.075,23.68
Newbury,2013-07-18,2013,7,18,199,0.028294416,0,0.028294416,-0.007073604,28,875443.3,26.64,27.30833333,27.26,28.07
Newbury,2013-07-25,2013,7,25,206,1.181291874,0.657845175,1.839137049,1.810842633,29,349602.4,23.16,23.5275,23.51,23.85
Newbury,2013-08-01,2013,8,1,213,0.325385786,0.07073604,0.396121826,-1.443015223,30,557100,22.83,23.49291667,23.68,24.19
Newbury,2013-08-08,2013,8,8,220,0.077809644,0.014147208,0.091956852,-0.304164974,31,478382.6,21.49,21.66,21.66,21.83
Newbury,2013-08-15,2013,8,15,227,2.397951767,0.176840101,2.574791868,2.482835016,32,730356.3,20.83,21.30666667,21.33,21.83
Newbury,2013-08-22,2013,8,22,234,7.922436517,0.381974618,8.304411135,5.729619267,33,NA,22.83,23.66416667,23.595,24.54
Newbury,2013-08-29,2013,8,29,241,0.148545685,0.063662436,0.212208121,-8.092203014,34,211963.6,21.66,22.06958333,21.99,22.99
Newbury,2013-09-05,2013,9,5,248,2.313068519,0.014147208,2.327215727,2.115007606,35,NA,21.33,21.83375,21.83,22.16
Newbury,2013-09-11,2013,9,11,254,6.097446677,0.07073604,6.168182717,3.84096699,36,NA,20.02,21.06541667,21.075,22.49
Newbury,2013-09-18,2013,9,18,261,11.13385275,0.007073604,11.14092635,4.972743635,37,NA,NA,NA,NA,NA
Newbury,2013-09-25,2013,9,25,268,0.346606598,0.007073604,0.353680202,-10.78724615,38,NA,NA,NA,NA,NA
Newbury,2013-10-02,2013,10,2,275,0.679065987,0,0.679065987,0.325385786,39,NA,NA,NA,NA,NA
Newbury,2013-10-09,2013,10,9,282,0.028294416,0,0.028294416,-0.650771571,40,NA,NA,NA,NA,NA
Newbury,2014-05-29,2014,5,29,149,0,0,0,-0.028294416,21,NA,NA,NA,NA,NA
Newbury,2014-06-05,2014,6,5,156,0,0,0,0,22,NA,NA,NA,NA,NA
Newbury,2014-06-12,2014,6,12,163,0,0.014147208,0.014147208,0.014147208,23,139156.8,14.73,15.99666667,16.075,16.79
Newbury,2014-06-19,2014,6,19,170,0.190987309,0.169766497,0.360753806,0.346606598,24,1262257.4,19.04,19.5925,19.69,20.18
Newbury,2014-06-26,2014,6,26,177,0.084883248,0.077809644,0.162692893,-0.198060913,25,NA,16.95,18.02041667,17.91,19.21
Newbury,2014-07-02,2014,7,2,183,0.021220812,0.021220812,0.042441624,-0.120251269,26,NA,19.53,21.83708333,22.91,23.33
Newbury,2014-07-09,2014,7,9,190,0.084883248,0.042441624,0.127324873,0.084883248,27,NA,19.37,20.8875,20.995,22.33
Newbury,2014-07-23,2014,7,23,204,0.099030457,0,0.099030457,-0.028294416,29,677064.1,23.16,24.17666667,24.105,25.24
Newbury,2014-07-30,2014,7,30,211,0.827611672,0.014147208,0.84175888,0.742728423,30,470762,22.16,22.44458333,22.49,22.83
Newbury,2014-08-06,2014,8,6,218,0.47393147,0,0.47393147,-0.36782741,31,785790.4,23.51,23.7225,23.68,24.02
Newbury,2014-08-12,2014,8,12,224,0.233428933,0,0.233428933,-0.240502537,32,791140.6,22.49,22.86125,22.83,23.33
Newbury,2014-08-20,2014,8,20,232,4.067322319,0.077809644,4.145131963,3.91170303,33,NA,20.67,21.09166667,21.16,21.33
Newbury,2014-08-27,2014,8,27,239,22.82652022,0.8771269,23.70364712,19.55851515,34,882138.6,21.16,22.55333333,22.66,23.68
Newbury,2014-09-04,2014,9,4,247,6.139888301,0.063662436,6.203550737,-17.50009638,35,724533.4,21.99,22.43708333,22.33,22.99
Newbury,2014-09-10,2014,9,10,253,0.106104061,0,0.106104061,-6.097446677,36,304770.6,20.67,20.97333333,20.99,21.33
Newbury,2014-09-17,2014,9,17,260,0.608329947,0.007073604,0.615403551,0.50929949,37,NA,18.07,18.51458333,18.39,19.04
Newbury,2014-09-25,2014,9,25,268,0.014147208,0,0.014147208,-0.601256343,38,NA,NA,NA,NA,NA
Newbury,2014-10-03,2014,10,3,276,0.021220812,0,0.021220812,0.007073604,39,NA,NA,NA,NA,NA
Newbury,2014-10-10,2014,10,10,283,0.014147208,0,0.014147208,-0.007073604,40,NA,NA,NA,NA,NA
Newbury,2015-05-14,2015,5,14,134,0,0,0,-0.014147208,19,NA,NA,NA,NA,NA
Newbury,2015-05-21,2015,5,21,141,0,0,0,0,20,NA,NA,NA,NA,NA
Newbury,2015-05-28,2015,5,28,148,0,0,0,0,21,NA,NA,NA,NA,NA
Newbury,2015-06-05,2015,6,5,156,0,0,0,0,22,NA,NA,NA,NA,NA
Newbury,2015-06-11,2015,6,11,162,0,0,0,0,23,1065588.8,14.57,16.9475,16.95,18.39
Newbury,2015-06-19,2015,6,19,170,0.007073604,0.007073604,0.014147208,0.014147208,24,933062.9,18.07,19.13791667,19.21,19.86
Newbury,2015-07-02,2015,7,2,183,0.028294416,0.028294416,0.056588832,0.042441624,26,960748,16.95,18.52083333,18.555,20.02
Newbury,2015-07-09,2015,7,9,190,0.077809644,0.03536802,0.113177665,0.056588832,27,434325.5,21.16,21.39,21.33,21.66
Newbury,2015-07-16,2015,7,16,197,0.077809644,0.021220812,0.099030457,-0.014147208,28,309926,21.66,22.04958333,21.99,22.49
Newbury,2015-07-23,2015,7,23,204,0.304164973,0.042441624,0.346606598,0.247576141,29,774833,23.33,23.79958333,23.85,24.19
Newbury,2015-07-30,2015,7,30,211,0.629550759,0.091956852,0.721507611,0.374901014,30,845874.7,24.19,25.045,25.33,25.76
Newbury,2015-08-06,2015,8,6,218,0.162692893,0.049515228,0.212208121,-0.50929949,31,1003287.2,23.68,24.05041667,24.02,24.54
Newbury,2015-08-13,2015,8,13,225,0.516373094,0.134398477,0.650771571,0.43856345,32,1368281.9,22.99,23.52,23.51,24.19
Newbury,2015-08-20,2015,8,20,232,0.353680202,0.106104061,0.459784262,-0.190987309,33,323101.3,22.66,23.7275,24.02,24.19
Newbury,2015-08-25,2015,8,25,237,0.459784262,0.042441624,0.502225886,0.042441624,34,367030,23.16,23.50083333,23.51,23.85
Newbury,2015-09-03,2015,9,3,246,12.85981213,0.594182739,13.45399487,12.95176898,35,449104.6,24.02,24.5575,24.63,25.07
Newbury,2015-09-10,2015,9,10,253,1.598634512,0.134398477,1.733032988,-11.72096188,36,186055,23.68,23.97041667,24.02,24.19
Newbury,2015-09-17,2015,9,17,260,25.7762131,0.120251269,25.89646437,24.16343138,37,275460.5,21.83,22.33375,22.245,22.99
Newbury,2015-09-24,2015,9,24,267,2.206964458,0.007073604,2.214038062,-23.6824263,38,NA,NA,NA,NA,NA
Newbury,2015-10-02,2015,10,2,275,0.113177665,0,0.113177665,-2.100860398,39,NA,NA,NA,NA,NA
Newbury,2015-10-12,2015,10,12,285,0.148545685,0,0.148545685,0.03536802,41,NA,NA,NA,NA,NA
Newbury,2016-05-26,2016,5,26,147,0.077809644,0.03536802,0.113177665,-0.03536802,21,NA,NA,NA,NA,NA
Newbury,2016-06-03,2016,6,3,155,0.014147208,0.007073604,0.021220812,-0.091956852,22,NA,11.63,14.07166667,14.575,15.36
Newbury,2016-06-16,2016,6,16,168,0.311238578,0.169766497,0.481005074,0.459784262,24,NA,16.79,17.94875,17.91,19.37
Newbury,2016-06-23,2016,6,23,175,2.92847207,0.891274108,3.819746178,3.338741104,25,NA,19.53,20.14541667,20.18,20.99
Newbury,2016-06-30,2016,6,30,182,0.099030457,0.042441624,0.141472081,-3.678274097,26,NA,21.33,22.10416667,22.16,22.83
Newbury,2016-07-07,2016,7,7,189,0.014147208,0.021220812,0.03536802,-0.106104061,27,NA,21.99,22.89833333,22.49,24.37
Newbury,2016-07-14,2016,7,14,196,0.198060913,0.36782741,0.565888323,0.530520302,28,880847.2,20.5,21.12708333,21.075,21.66
Newbury,2016-07-21,2016,7,21,203,0.176840101,0.176840101,0.353680202,-0.212208121,29,1301578,22.83,23.48125,23.595,24.37
Newbury,2016-07-27,2016,7,27,209,3.550949225,1.216659894,4.767609118,4.413928917,30,414347.7,23.85,24.71083333,24.89,25.59
Newbury,2016-08-04,2016,8,4,217,0.834685276,0.481005074,1.31569035,-3.451918768,31,1611827.8,23.16,24.03125,24.105,25.24
Newbury,2016-08-15,2016,8,15,228,1.421794411,0.82407487,2.245869281,0.93017893,33,890189.9,24.54,24.885,24.89,25.42
Newbury,2016-08-22,2016,8,22,235,0.643697967,0.03536802,0.679065987,-1.566803293,34,921427.6,22.49,23.02833333,23.075,23.33
Newbury,2016-08-31,2016,8,31,244,3.939997446,0.219281725,4.159279172,3.480213184,35,606818.1,22.99,23.2625,23.16,23.68
Newbury,2016-09-07,2016,9,7,251,0.594182739,0.155619289,0.749802028,-3.409477144,36,496196.7,21.99,22.16666667,22.16,22.49
Newbury,2016-09-14,2016,9,14,258,0.679065987,0.028294416,0.707360403,-0.042441624,37,532880.4,21.66,22.03541667,21.99,22.66
Newbury,2016-09-21,2016,9,21,265,0.799317256,0.077809644,0.8771269,0.169766497,38,496498,21.49,21.84041667,21.83,22.33
Newbury,2016-09-28,2016,9,28,272,0.148545685,0,0.148545685,-0.728581215,39,NA,NA,NA,NA,NA
Newbury,2016-10-05,2016,10,5,279,0.063662436,0.014147208,0.077809644,-0.07073604,40,NA,NA,NA,NA,NA