site,date,year,month,dayofmonth,dayofyr,coloniesperL,filbundperL,totalperL,totalperL_diff,log_gloeo,week,WindDir_deg_mean,WindSp_ms_mean,AveWindSp_ms_mean,MaxWindSp_ms_mean,WindDir_deg_median,WindSp_ms_median,AveWindSp_ms_median,MaxWindSp_ms_median,WindDir_deg_min,WindSp_ms_min,AveWindSp_ms_min,MaxWindSp_ms_min,WindDir_deg_max,WindSp_ms_max,AveWindSp_ms_max,MaxWindSp_ms_max,WindDir_deg_sd,WindSp_ms_sd,AveWindSp_ms_sd,MaxWindSp_ms_sd,WindSp_ms_cv,AveWindSp_ms_cv,MaxWindSp_ms_cv
Midge,2010-08-19,2010,8,19,231,42.087944,2.256479687,44.34442368,8.537840068,1.646874271,33,268.684375,2.8421875,2.8825,NaN,272.1,2.7,2.6900000000000004,NA,199.1,0.7,0.49,NA,357.3,6.9,6.46,NA,28.050795987133966,1.2398634275183853,1.2143362789710257,NaN,0.4362356204572658,0.42127884786505665,NaN
Midge,2010-08-26,2010,8,26,238,4.661505058,0.063662436,4.725167494,-39.61925619,0.674747961,34,286.4819444444444,3.8604166666666666,3.861666666666667,NaN,283.45,3.7,3.6500000000000004,NA,218,1.1,1.33,NA,356.8,7.7,6.98,NA,23.67322601081504,1.3596697845715788,1.2929659079654185,NaN,0.3522080391766637,0.3348206926108119,NaN
Midge,2010-09-02,2010,9,2,245,0.495152282,0,0.495152282,-4.230015212,-0.302115104,35,276.75701754385966,2.8578947368421055,2.9471929824561403,NaN,280.3,2.7,2.92,NA,185.3,0.2,0.53,NA,356.8,7.1,5.85,NA,30.65562637093523,1.5005541593963836,1.371696519992366,NaN,0.5250557832142042,0.4654247374222565,NaN
Midge,2010-09-09,2010,9,9,252,0.40319543,0,0.40319543,-0.091956852,-0.390623935,36,278.4288732394366,3.7661971830985914,3.733169014084507,NaN,276.5,3.6,3.67,NA,208.7,1.4,1.84,NA,358.4,7.1,6.3,NA,32.11328480758008,0.9470287483517987,0.7868370740888632,NaN,0.2514549032646885,0.21076920737322172,NaN
Midge,2010-09-16,2010,9,16,259,0.148545685,0,0.148545685,-0.254649745,-0.81774036,37,258.31030927835053,2.888659793814433,2.958144329896907,NaN,277.4,2.9,2.9,NA,180.2,0.3,1.01,NA,347,5.7,5.32,NA,41.86034441184581,1.1832050654067212,1.0146215734377144,NaN,0.4096034666111776,0.34299258598821464,NaN
Midge,2010-09-23,2010,9,23,266,0.049515228,0,0.049515228,-0.099030457,-1.27478095,38,303.51184210526316,2.6289473684210525,2.561315789473684,NaN,314.15,2.05,2.15,NA,181,0.1,0.49,NA,356.7,6.5,6.23,NA,41.117726808454975,1.5208607904274636,1.2618836101693511,NaN,0.5785056059684046,0.4926700625340115,NaN
Midge,2010-09-30,2010,9,30,273,0.014147208,0,0.014147208,-0.03536802,-1.750869961,39,231.16486486486485,4.556756756756757,4.541621621621622,NaN,195.9,4.5,4.6,NA,180.2,0.1,0.42,NA,355.5,9.8,8.41,NA,57.28006835917037,2.8628405222533533,2.7580856016784883,NaN,0.6282627480627169,0.6072909263395861,NaN
Midge,2010-10-07,2010,10,7,280,0.042441624,0,0.042441624,0.028294416,-1.336849366,40,278.0395833333333,5.495138888888889,5.431527777777778,NaN,281.1,5.25,5.55,NA,228.9,1.8,2.63,NA,343.9,11.6,8.99,NA,21.70629510942902,1.7876941377722675,1.470113129867091,NaN,0.3253228305815829,0.2706629129067189,NaN
Midge,2011-04-28,2011,4,28,118,0,0,0,-0.042441624,-2.443697499,17,244.7619834710744,1.715702479338843,NaN,NaN,245.3,1.6,NA,NA,187,0.1,NA,NA,343,4.6,NA,NA,39.251851880300606,0.9416305241851153,NaN,NaN,0.5488308931907464,NaN,NaN
Midge,2011-05-05,2011,5,5,125,0,0,0,0,-2.443697499,18,257.1579710144928,1.372463768115942,NaN,NaN,258.3,1.2,NA,NA,182.8,0.2,NA,NA,358.7,3.7,NA,NA,50.62150033160492,0.8396224743319102,NaN,NaN,0.6117629432830181,NaN,NaN
Midge,2011-05-12,2011,5,12,132,0,0,0,0,-2.443697499,19,265.0396551724138,0.9137931034482759,NaN,NaN,267.05,0.6,NA,NA,185.5,0.1,NA,NA,358.5,4.5,NA,NA,54.544496368465396,0.7834803764629211,NaN,NaN,0.8573936195254608,NaN,NaN
Midge,2011-05-19,2011,5,19,139,0,0,0,0,-2.443697499,20,242.12,1.7,NaN,NaN,256.7,1.6,NA,NA,188.7,0.5,NA,NA,305.6,2.9,NA,NA,49.69312829758257,1.08397416943394,NaN,NaN,0.6376318643729059,NaN,NaN
Midge,2011-05-26,2011,5,26,146,0,0,0,0,-2.443697499,21,235.12289156626505,4.796385542168674,NaN,NaN,205.2,5.3,NA,NA,181.1,0.3,NA,NA,359.3,10.5,NA,NA,60.369400109539434,2.653090502677619,NaN,NaN,0.5531437119373082,NaN,NaN
Midge,2011-06-02,2011,6,2,153,0.007073604,0,0.007073604,0.007073604,-1.971688914,22,283.8590277777778,6.697222222222222,NaN,NaN,282.25,7.05,NA,NA,200.2,1.6,NA,NA,333.9,12.1,NA,NA,24.716069949194765,2.250747954762229,NaN,NaN,0.3360718638384083,NaN,NaN
Midge,2011-06-10,2011,6,10,161,0,0,0,-0.007073604,-2.443697499,23,319.0357142857143,3.460714285714286,NaN,NaN,327.65,3.4,NA,NA,260.6,0.7,NA,NA,359.1,6.3,NA,NA,27.224908630437135,1.0521840984786728,NaN,NaN,0.30403668480291884,NaN,NaN
Midge,2011-06-16,2011,6,16,167,0,0,0,0,-2.443697499,24,264.6318518518519,2.7325925925925927,NaN,NaN,270.6,2.7,NA,NA,203.2,0.2,NA,NA,344.6,6.3,NA,NA,30.284897600362722,1.0899013805605098,NaN,NaN,0.3988524976298965,NaN,NaN
Midge,2011-06-23,2011,6,23,174,0.007073604,0,0.007073604,0.007073604,-1.971688914,25,295.54,5,NaN,NaN,293,4.1,NA,NA,284,3.2,NA,NA,307,7.3,NA,NA,10.509900094672643,1.9493588689617927,NaN,NaN,0.38987177379235854,NaN,NaN
Midge,2011-06-30,2011,6,30,181,0,0,0,-0.007073604,-2.443697499,26,278.01944444444445,3.7555555555555555,NaN,NaN,279.1,3.4,NA,NA,185.2,1,NA,NA,335,9.2,NA,NA,27.55566084209276,1.6774430165627308,NaN,NaN,0.44665642452853777,NaN,NaN
Midge,2011-07-07,2011,7,7,188,0,0,0,0,-2.443697499,27,292.25416666666666,3.3608333333333333,NaN,NaN,286.8,3.2,NA,NA,250.2,1.3,NA,NA,353.9,6.8,NA,NA,24.860024594298608,1.1329515133723334,NaN,NaN,0.3371043431804612,NaN,NaN
Midge,2011-07-14,2011,7,14,195,0.198060913,0.014147208,0.212208121,0.212208121,-0.665932217,28,330.7401785714286,4.116071428571429,NaN,NaN,335,4,NA,NA,246.9,0.4,NA,NA,359.8,8.6,NA,NA,22.05168155554774,1.6800125252336913,NaN,NaN,0.40815922521946507,NaN,NaN
Midge,2011-07-21,2011,7,21,202,0.148545685,0.007073604,0.155619289,-0.056588832,-0.79800432,29,242.30625,4.444444444444445,NaN,NaN,237.3,4.3,NA,NA,188.5,0.8,NA,NA,340.4,9.6,NA,NA,24.26607813547387,1.8517720780538378,NaN,NaN,0.41664871756211347,NaN,NaN
Midge,2011-07-28,2011,7,28,209,0.226355329,0,0.226355329,0.07073604,-0.638356522,30,269.88045977011495,2.171264367816092,NaN,NaN,272.9,2.1,NA,NA,180.3,0.2,NA,NA,356.1,4.6,NA,NA,43.466661480395175,1.0153368150035884,NaN,NaN,0.46762468451726935,NaN,NaN
Midge,2011-08-04,2011,8,4,216,0.834685276,0.007073604,0.84175888,0.615403551,-0.072958881,31,267.5571428571429,1.1392857142857142,NaN,NaN,269.3,1.1,NA,NA,185.1,0.3,NA,NA,357,3.5,NA,NA,54.71756051370921,0.6843971587459076,NaN,NaN,0.6007247788365333,NaN,NaN
Midge,2011-08-11,2011,8,11,223,0.155619289,0.014147208,0.169766497,-0.671992383,-0.761034826,32,253.10694444444445,4.288194444444445,NaN,NaN,251.3,4.25,NA,NA,192.9,1.1,NA,NA,333.5,7.6,NA,NA,24.895141359822873,1.3992753633029285,NaN,NaN,0.3263087486892659,NaN,NaN
Midge,2011-08-18,2011,8,18,230,3.232637043,0.870053296,4.102690339,3.932923842,0.613449653,33,249.69411764705882,3.553781512605042,NaN,NaN,239.9,3.9,NA,NA,183.6,0.6,NA,NA,356.3,6.5,NA,NA,42.32572702854043,1.5265886371622674,NaN,NaN,0.4295673866689757,NaN,NaN
Midge,2011-08-25,2011,8,25,237,2.334289331,0.049515228,2.383804559,-1.71888578,0.377926019,34,223.5807142857143,4.708571428571428,NaN,NaN,221.3,4.5,NA,NA,185.1,0.5,NA,NA,311.9,9.6,NA,NA,22.332551640945063,1.7452705141390328,NaN,NaN,0.3706581795804985,NaN,NaN
Midge,2011-09-01,2011,9,1,244,1.053967001,0,1.053967001,-1.329837558,0.024307891,35,300.4,1.6400000000000001,NaN,NaN,291.9,1.2000000000000002,NA,NA,273.7,0.1,NA,NA,357.1,3.9,NA,NA,29.041770683697038,1.2937456387473458,NaN,NaN,0.7888692919191133,NaN,NaN
Midge,2011-09-08,2011,9,8,251,0.459784262,0,0.459784262,-0.594182739,-0.33405872,36,290.42857142857144,1.6742857142857144,NaN,NaN,288.6,1.6,NA,NA,185,0.3,NA,NA,359.8,3.6,NA,NA,50.12718936736465,0.7611367765037922,NaN,NaN,0.4546038767514117,NaN,NaN
Midge,2011-09-15,2011,9,15,258,0.056588832,0,0.056588832,-0.40319543,-1.220484084,37,306.9807339449541,3.865137614678899,NaN,NaN,306.9,3.9,NA,NA,246,0.5,NA,NA,358.7,8.5,NA,NA,20.051329858290366,1.6008895760140835,NaN,NaN,0.4141869541550798,NaN,NaN
Midge,2011-09-22,2011,9,22,265,0.014147208,0,0.014147208,-0.042441624,-1.750869961,38,249.475,1.02,NaN,NaN,235.89999999999998,0.95,NA,NA,181.1,0.1,NA,NA,355.4,2.5,NA,NA,58.309120664194374,0.5671721171975187,NaN,NaN,0.556051095291685,NaN,NaN
Midge,2011-09-29,2011,9,29,272,0,0,0,-0.014147208,-2.443697499,39,240.30526315789473,4.2026315789473685,NaN,NaN,236.5,4.05,NA,NA,200.1,1.6,NA,NA,312,11.7,NA,NA,27.098538380534634,1.7140889696082213,NaN,NaN,0.40786086941210026,NaN,NaN
Midge,2011-10-06,2011,10,6,279,0,0,0,0,-2.443697499,40,303.6746376811594,4.949275362318841,NaN,NaN,302.75,4.7,NA,NA,261.2,1.5,NA,NA,359.2,10.9,NA,NA,18.826844716642114,1.9511645924134196,NaN,NaN,0.3942323773836777,NaN,NaN
Midge,2012-02-16,2012,2,16,47,0,0,0,0,-2.443697499,7,243.8831325301205,0.5879518072289157,NaN,NaN,238.7,0.5,NA,NA,182.8,0.1,NA,NA,355.6,1.6,NA,NA,36.224468954605776,0.3742953022132247,NaN,NaN,0.6366088131905255,NaN,NaN
Midge,2012-03-29,2012,3,29,89,0,0,0,0,-2.443697499,13,261.66438356164383,1.1767123287671233,NaN,NaN,252.2,1,NA,NA,182,0.2,NA,NA,359.6,4.1,NA,NA,50.47191840205968,0.7493553800035965,NaN,NaN,0.6368212193278526,NaN,NaN
Midge,2012-04-13,2012,4,13,104,0,0,0,0,-2.443697499,15,249.1326923076923,0.9153846153846154,NaN,NaN,251.15,0.7,NA,NA,180.3,0.3,NA,NA,359.1,3,NA,NA,45.16979496463455,0.6456379746608176,NaN,NaN,0.7053187958479521,NaN,NaN
Midge,2012-04-19,2012,4,19,110,0,0,0,0,-2.443697499,16,259.3,2.1905405405405407,NaN,NaN,260.75,2,NA,NA,184.3,0.1,NA,NA,350,6.4,NA,NA,36.32787525507024,1.1502434428354744,NaN,NaN,0.5250957111031777,NaN,NaN
Midge,2012-05-03,2012,5,3,124,0,0,0,0,-2.443697499,18,229.06,2.06,NaN,NaN,204.35,1.35,NA,NA,180.9,0,NA,NA,337.6,16.7,NA,NA,49.22762810070229,3.542583059977861,NaN,NaN,1.7197005145523596,NaN,NaN
Midge,2012-05-10,2012,5,10,131,0,0,0,0,-2.443697499,19,281.14195804195805,3.3265734265734266,NaN,NaN,279,3.2,NA,NA,221.2,0.3,NA,NA,346.7,7.6,NA,NA,24.593765420275176,1.3238841194848174,NaN,NaN,0.3979723125632308,NaN,NaN
Midge,2012-05-17,2012,5,17,138,0,0,0,0,-2.443697499,20,291.14230769230767,4.2615384615384615,NaN,NaN,294.65,4.2,NA,NA,206.8,0.2,NA,NA,359.7,9.1,NA,NA,30.371579599132666,1.6949713411578533,NaN,NaN,0.3977369573114096,NaN,NaN
Midge,2012-05-24,2012,5,24,145,0,0,0,0,-2.443697499,21,283.55384615384617,2.0538461538461537,NaN,NaN,271,1.4,NA,NA,220,0.1,NA,NA,359.3,6.7,NA,NA,44.45093953608884,1.774173697159415,NaN,NaN,0.8638298900027116,NaN,NaN
Midge,2012-05-31,2012,5,31,152,0,0,0,0,-2.443697499,22,302.996992481203,3.9037593984962404,NaN,NaN,305.2,3.6,NA,NA,240.4,1.5,NA,NA,359.2,7.6,NA,NA,35.17291687926092,1.4222477949208472,NaN,NaN,0.3643277286680907,NaN,NaN
Midge,2012-06-07,2012,6,7,159,0.042441624,0.007073604,0.049515228,0.049515228,-1.27478095,23,269.23298969072164,2.4257731958762885,NaN,NaN,270.2,2,NA,NA,180.3,0.4,NA,NA,359.5,7.1,NA,NA,37.437677995262696,1.4207009970518274,NaN,NaN,0.5856693443010084,NaN,NaN
Midge,2012-06-14,2012,6,14,166,0.141472081,0,0.141472081,0.091956853,-0.838416159,24,296.0830188679245,2.040566037735849,NaN,NaN,300.05,1.85,NA,NA,182.4,0.2,NA,NA,358.2,6.2,NA,NA,46.31915261931147,1.1634741327172886,NaN,NaN,0.5701722518170715,NaN,NaN
Midge,2012-06-21,2012,6,21,173,0.502225886,0.007073604,0.50929949,0.36782741,-0.289967733,25,274.02794117647056,2.7058823529411766,NaN,NaN,276.35,2.6,NA,NA,201.7,0.4,NA,NA,356.6,6.7,NA,NA,29.409279692405654,1.1687134240429202,NaN,NaN,0.43191583062455746,NaN,NaN
Midge,2012-06-28,2012,6,28,180,0.007073604,0,0.007073604,-0.502225886,-1.971688914,26,269.0048387096774,3.6161290322580646,NaN,NaN,268.54999999999995,3.5,NA,NA,186.6,0.8,NA,NA,359.2,7.7,NA,NA,35.01947159839344,1.3998482552358529,NaN,NaN,0.38711236317851416,NaN,NaN
Midge,2012-07-05,2012,7,5,187,0.282944161,0.021220812,0.304164973,0.297091369,-0.511780809,27,305.1941176470588,3.847058823529412,NaN,NaN,313.65,3.4,NA,NA,196.6,0.5,NA,NA,359.5,8.8,NA,NA,35.48229556377302,1.8443082082137272,NaN,NaN,0.47940733241029604,NaN,NaN
Midge,2012-07-12,2012,7,12,194,0.084883248,0.028294416,0.113177665,-0.190987309,-0.932640213,28,272.55192307692306,2.5153846153846153,NaN,NaN,267.8,2.5,NA,NA,203.6,0.2,NA,NA,357.8,6,NA,NA,33.20582759934063,1.190966746967511,NaN,NaN,0.4734730186720992,NaN,NaN
Midge,2012-07-19,2012,7,19,201,0.226355329,0.056588832,0.282944161,0.169766497,-0.542808437,29,312.4109243697479,3.450420168067227,NaN,NaN,319.5,2.8,NA,NA,239,0.5,NA,NA,359.7,8,NA,NA,31.840491729008818,1.7090424491946146,NaN,NaN,0.49531429969351953,NaN,NaN
Midge,2012-07-26,2012,7,26,208,0.40319543,0.091956852,0.495152282,0.212208121,-0.302115104,30,273.7268292682927,1.7365853658536585,NaN,NaN,272.1,1.8,NA,NA,183.4,0.2,NA,NA,359.4,3.6,NA,NA,49.703304841782106,0.7983595986649675,NaN,NaN,0.4597295441750515,NaN,NaN
Midge,2012-08-02,2012,8,2,215,0.587109135,0.091956852,0.679065987,0.183913705,-0.165791735,31,261.6785123966942,2.371074380165289,NaN,NaN,261,2.1,NA,NA,192.5,0.3,NA,NA,356.2,6.5,NA,NA,27.201955219590282,1.1889377623554651,NaN,NaN,0.501434190467101,NaN,NaN
Midge,2012-08-09,2012,8,9,222,0.834685276,0.339532994,1.17421827,0.495152282,0.071078287,32,278.8344262295082,2.0737704918032787,NaN,NaN,274.9,2.2,NA,NA,218.6,0.4,NA,NA,359,3.6,NA,NA,29.864521231978596,0.6920745719319228,NaN,NaN,0.3337276591924687,NaN,NaN
Midge,2012-08-16,2012,8,16,229,0.120251269,0.03536802,0.155619289,-1.018598981,-0.79800432,33,296.4592857142857,3.205,NaN,NaN,294.4,2.9,NA,NA,223.1,0.5,NA,NA,359.9,7.6,NA,NA,29.333021872081236,1.486404817193331,NaN,NaN,0.46377685403848085,NaN,NaN
Midge,2012-08-23,2012,8,23,236,0.275870557,0,0.275870557,0.120251269,-0.553663939,34,271.8330708661417,2.677165354330709,NaN,NaN,276.3,2.5,NA,NA,208.4,0.1,NA,NA,352.8,6.6,NA,NA,26.09194990832896,1.2929717815932797,NaN,NaN,0.48296298900690154,NaN,NaN
Midge,2012-08-30,2012,8,30,243,0.679065987,0,0.679065987,0.40319543,-0.165791735,35,255.1472222222222,4.428472222222222,NaN,NaN,255.1,4.6,NA,NA,211.1,1.2,NA,NA,338.1,8.9,NA,NA,20.88623846615176,1.6188860537934888,NaN,NaN,0.3655631045103691,NaN,NaN
Midge,2012-09-06,2012,9,6,250,0.565888323,0,0.565888323,-0.113177665,-0.244515176,36,254.23818181818183,2.290909090909091,NaN,NaN,264.29999999999995,2.1,NA,NA,186.2,0.3,NA,NA,359.6,6.1,NA,NA,41.826493912282,1.1182018211220341,NaN,NaN,0.4881039695373958,NaN,NaN
Midge,2012-09-13,2012,9,13,257,0.643697967,0,0.643697967,0.077809644,-0.188895757,37,261.01935483870966,2.638709677419355,NaN,NaN,269.35,2.7,NA,NA,187,0.4,NA,NA,340.4,4.7,NA,NA,32.46891365678759,0.9268979366393243,NaN,NaN,0.35126938919094197,NaN,NaN
Midge,2012-09-20,2012,9,20,264,0.325385786,0,0.325385786,-0.318312182,-0.482822866,38,314.4125,2.0125,NaN,NaN,337.85,1.25,NA,NA,189.3,0.3,NA,NA,359,6.1,NA,NA,48.36355204765947,1.7929026744360665,NaN,NaN,0.8908833164899709,NaN,NaN
Midge,2012-09-27,2012,9,27,271,0.021220812,0,0.021220812,-0.304164973,-1.605184015,39,308.70081300813007,3.8154471544715447,NaN,NaN,316.9,3.9,NA,NA,188.6,0.5,NA,NA,358.6,7.7,NA,NA,35.889266160832946,1.4871048184431785,NaN,NaN,0.3897589871479032,NaN,NaN
Midge,2012-10-05,2012,10,5,279,0.028294416,0,0.028294416,0.007073604,-1.496285346,40,252.58028169014085,2.6464788732394364,NaN,NaN,252.5,2.6,NA,NA,195.4,0.2,NA,NA,356.4,5.4,NA,NA,23.635342089015104,0.8664480334018628,NaN,NaN,0.3273965426904325,NaN,NaN
Midge,2013-04-24,2013,4,24,114,0,0,0,-0.028294416,-2.443697499,16,250.66236559139784,1.0580645161290323,1.0986021505376344,1.982795698924731,254,0.9,1.09,2,180.1,0.1,0.21,0.5,349.8,3.2,2.48,4.3,45.7077006022306,0.6369633428544004,0.5254658210823607,1.00473051285385,0.602008037453854,0.4783040164496383,0.506724174053189
Midge,2013-05-02,2013,5,2,122,0,0,0,0,-2.443697499,17,260.8328947368421,0.7868421052631579,0.8086842105263158,1.3328947368421054,268.04999999999995,0.6,0.645,1,180.6,0.2,0.33,0.6,357.1,3.4,2.72,5.5,43.459355381499144,0.6011859624138848,0.5115162874051048,0.9662833480775347,0.7640490492216596,0.6325290895344609,0.7249509817758404
Midge,2013-05-14,2013,5,14,134,0,0,0,0,-2.443697499,19,238.16170212765957,0.8648936170212765,0.8508510638297873,1.4978723404255319,219.95,0.7,0.68,0.9,182.3,0.2,0.33,0.5,358.9,4.8,2.03,4.8,51.56699391653285,0.702791277662735,0.43307517431937753,1.0362233664843827,0.8125754009876641,0.5089905774696359,0.6917968497836078
Midge,2013-05-23,2013,5,23,143,0,0,0,0,-2.443697499,20,216.30746268656716,4.608955223880597,4.7119402985074625,6.280597014925373,207.8,4.4,4.44,6.3,183.5,0,0.89,1.6,355.6,8.1,7.82,10.4,32.46287069511144,1.7944131600258104,1.513938510826496,1.8565395315242188,0.38933187086052234,0.32129832190489466,0.29559921248128007
Midge,2013-05-30,2013,5,30,150,0,0,0,0,-2.443697499,21,276.8365671641791,3.1350746268656717,3.1261940298507462,3.9708955223880595,277.85,2.9,3.0549999999999997,3.6,201.8,0.2,0.64,0.8,358.9,7.2,7.03,8.8,27.090534764771984,1.49778068717358,1.3817264969759002,1.82583072562229,0.477749612190573,0.4419836017158116,0.45980326486259515
Midge,2013-06-06,2013,6,6,157,0,0,0,0,-2.443697499,22,278.47083333333336,2.2458333333333336,2.1045833333333333,2.7458333333333336,280.55,1.9,1.71,2.3,185.5,0.4,0.7,1.2,358.3,5.4,4.81,6,40.783526929884076,1.4237058705354493,1.194261566159523,1.4160505906789909,0.6339321130399032,0.5674574854054356,0.5157088645871893
Midge,2013-06-13,2013,6,13,164,0.014147208,0.007073604,0.021220812,0.021220812,-1.605184015,23,272.9428571428571,2.0160714285714287,2.1255357142857143,2.742857142857143,286.75,2,2.12,2.75,181.7,0.3,0.25,0.6,343,4,3.71,4.8,43.317092394417394,0.8650332175890517,0.7746528128907044,0.9150970426149333,0.4290687350308848,0.364450621875825,0.33362913012002776
Midge,2013-06-20,2013,6,20,171,0.021220812,0,0.021220812,0,-1.605184015,24,276.70409836065573,2.0385245901639344,1.9407377049180328,2.84672131147541,283.9,1.8,1.7650000000000001,2.4,187.8,0.2,0.37,0.6,357.5,5.8,4.92,6.4,36.76632576607774,1.0059695147863987,0.8051694221723157,1.2353728935643835,0.4934792151344618,0.4148780229970964,0.4339634120784762
Midge,2013-06-27,2013,6,27,178,0.021220812,0,0.021220812,0,-1.605184015,25,248.4857142857143,2.2214285714285715,2.1485714285714286,2.8214285714285716,274.15,2.15,2.0700000000000003,2.6,180.3,0.4,0.57,1,312.2,5.9,5.66,7.3,51.697505625630406,1.4471077634788916,1.3322904346267004,1.5976803239642208,0.6514311475467679,0.6200819842012568,0.5662664439366858
