site,date,year,month,dayofmonth,dayofyr,coloniesperL,filbundperL,totalperL,totalperL_diff,log_gloeo,week,schmidt.stability_mean,schmidt.stability_max,schmidt.stability_min,schmidt.stability_median,schmidt.stability_sd,schmidt.stability_range,schmidt.stability_CV,schmidt.stability_number_obs,schmidt_mean_diff,schmidt_median_diff,schmidt_max_diff,schmidt_min_diff,schmidt_sd_diff,schmidt_range_diff
Midge,2011-09-22,2011,9,22,265,0.014147208,0,0.014147208,-0.042441624,-1.750869961,38,56.38286635,92.03022758,27.69504755,54.14410606,13.23797717,64.33518003,0.234787233,144,-163.36764525,-169.60659134000002,-190.09814482,-94.92102095,-18.03514756,-95.17712387
Midge,2011-09-29,2011,9,29,272,0,0,0,-0.014147208,-2.443697499,39,125.7373978,217.2805007,54.56426608,129.3914179,38.49679488,162.7162347,0.306168217,144,69.35453145,75.24731184,125.25027312,26.86921853,25.258817710000002,98.38105467
Midge,2011-10-06,2011,10,6,279,0,0,0,0,-2.443697499,40,-0.600840032,9.807354667,-3.875088747,-0.823340223,2.27013907,13.68244341,-3.778275331,144,-126.33823783199999,-130.214758123,-207.473146033,-58.439354827,-36.226655810000004,-149.03379129
Midge,2012-05-24,2012,5,24,145,0,0,0,0,-2.443697499,21,223.596435,243.5464298,207.2526007,222.7507739,7.16936698,36.29382909,0.03206387,144,134.06266117,132.38838309000002,121.8661065,152.42083545,-9.10074568,-30.554728999999995
Midge,2012-05-31,2012,5,31,152,0,0,0,0,-2.443697499,22,309.3298924,346.4027329,280.6915547,307.7380098,21.90691365,65.71117815,0.070820552,144,85.73345739999999,84.98723589999997,102.85630309999999,73.438954,14.73754667,29.417349059999992
Midge,2012-06-07,2012,6,7,159,0.042441624,0.007073604,0.049515228,0.049515228,-1.27478095,23,207.7540443,233.4505108,179.6725423,207.5220168,13.32000581,53.77796857,0.064114303,144,-101.5758481,-100.215993,-112.9522221,-101.01901239999998,-8.58690784,-11.933209579999996
Midge,2012-06-14,2012,6,14,166,0.141472081,0,0.141472081,0.091956853,-0.838416159,24,300.5740496,334.9035747,255.9186984,300.1627228,21.61883611,78.98487638,0.071925158,144,92.82000530000002,92.640706,101.45306389999999,76.24615610000001,8.2988303,25.206907810000004
Midge,2012-06-21,2012,6,21,173,0.502225886,0.007073604,0.50929949,0.36782741,-0.289967733,25,436.7143479,479.9186154,399.6823082,433.5221332,24.53844972,80.23630719,0.056188788,144,136.14029829999998,133.3594104,145.01504070000004,143.7636098,2.919613609999999,1.2514308100000022
Midge,2012-06-28,2012,6,28,180,0.007073604,0,0.007073604,-0.502225886,-1.971688914,26,346.8916297,388.7573696,315.1811159,343.6509019,16.46009892,73.57625364,0.047450263,144,-89.8227182,-89.87123129999998,-91.16124580000002,-84.50119230000001,-8.078350799999999,-6.660053550000001
Midge,2012-07-05,2012,7,5,187,0.282944161,0.021220812,0.304164973,0.297091369,-0.511780809,27,465.7830349,498.6120958,417.1507761,464.7915874,20.37951032,81.46131973,0.043753226,144,118.89140520000001,121.14068550000002,109.85472620000002,101.96966019999996,3.9194114000000013,7.885066089999995
Midge,2012-07-12,2012,7,12,194,0.084883248,0.028294416,0.113177665,-0.190987309,-0.932640213,28,505.3992482,530.5179061,475.8327698,505.1924343,12.06842934,54.68513634,0.023879001,144,39.61621329999997,40.400846899999976,31.905810299999985,58.68199370000002,-8.311080980000002,-26.77618339
Midge,2012-07-19,2012,7,19,201,0.226355329,0.056588832,0.282944161,0.169766497,-0.542808437,29,566.7535293,605.0622919,537.576374,570.3040416,16.84635892,67.48591787,0.029724312,144,61.35428109999998,65.1116073,74.54438579999999,61.74360419999999,4.77792958,12.800781529999995
Midge,2012-07-26,2012,7,26,208,0.40319543,0.091956852,0.495152282,0.212208121,-0.302115104,30,495.0976595,514.5147777,458.2847458,496.5199415,11.33434456,56.23003195,0.022893149,144,-71.65586979999995,-73.78410009999999,-90.54751420000002,-79.29162819999999,-5.51201436,-11.255885919999997
Midge,2012-08-02,2012,8,2,215,0.587109135,0.091956852,0.679065987,0.183913705,-0.165791735,31,513.5980741,540.2165765,487.6988149,513.929112,11.23086336,52.51776163,0.021867028,144,18.500414599999942,17.409170500000016,25.701798800000006,29.414069100000006,-0.10348119999999916,-3.7122703199999947
Midge,2012-08-09,2012,8,9,222,0.834685276,0.339532994,1.17421827,0.495152282,0.071078287,32,553.9147089,593.9505281,530.6361924,547.910349,17.06997848,63.31433567,0.03081698,144,40.31663480000009,33.981236999999965,53.73395160000007,42.937377500000025,5.839115119999999,10.796574039999996
Midge,2012-08-16,2012,8,16,229,0.120251269,0.03536802,0.155619289,-1.018598981,-0.79800432,33,554.588116,576.1416202,517.7893992,554.9159488,11.78617125,58.35222098,0.021252116,144,0.6734070999999631,7.005599800000027,-17.80890790000001,-12.84679319999998,-5.283807229999999,-4.96211469
Midge,2012-08-23,2012,8,23,236,0.275870557,0,0.275870557,0.120251269,-0.553663939,34,489.3814859,512.1836604,457.2354259,490.644548,11.98831963,54.9482345,0.02449688,144,-65.20663010000004,-64.27140080000004,-63.957959800000026,-60.55397330000005,0.2021483799999988,-3.4039864800000004
Midge,2012-08-30,2012,8,30,243,0.679065987,0,0.679065987,0.40319543,-0.165791735,35,430.1248385,474.8754441,397.9660841,431.8104443,17.35016479,76.90936008,0.04033751,144,-59.25664739999996,-58.834103700000014,-37.308216300000026,-59.26934180000001,5.3618451600000014,21.96112558
Midge,2012-09-06,2012,9,6,250,0.565888323,0,0.565888323,-0.113177665,-0.244515176,36,364.3197879,405.7058367,336.7952476,363.3365174,12.4732946,68.91058911,0.034237214,144,-65.80505060000002,-68.47392689999998,-69.16960739999996,-61.17083650000001,-4.876870190000002,-7.998770969999995
Midge,2012-09-13,2012,9,13,257,0.643697967,0,0.643697967,0.077809644,-0.188895757,37,245.0347985,285.3319154,184.5381759,245.1969125,20.59002613,100.7937395,0.084028988,144,-119.2849894,-118.1396049,-120.3739213,-152.25707169999998,8.11673153,31.883150389999997
Midge,2012-09-20,2012,9,20,264,0.325385786,0,0.325385786,-0.318312182,-0.482822866,38,26.26674181,79.49380824,-7.765257768,19.32729934,27.20358809,87.25906601,1.035666634,144,-218.76805668999998,-225.86961316,-205.83810716,-192.303433668,6.613561960000002,-13.534673490000003
Midge,2012-09-27,2012,9,27,271,0.021220812,0,0.021220812,-0.304164973,-1.605184015,39,3.072781465,27.00202756,-6.811117843,0.7335105,7.869960708,33.8131454,2.561184646,144,-23.193960345,-18.59378884,-52.491780680000005,0.9541399249999998,-19.333627382,-53.445920609999995
Midge,2012-10-05,2012,10,5,279,0.028294416,0,0.028294416,0.007073604,-1.496285346,40,0.796410321,8.757153587,-6.588503721,2.453064259,5.064798673,15.34565731,6.359534202,144,5.36158912,7.666515437999999,5.185975131999999,1.3214309919999998,2.5388256620000003,3.8645441399999996
Midge,2013-05-23,2013,5,23,143,0,0,0,0,-2.443697499,21,140.659633,166.9643707,92.53145779,147.4186871,19.3596899,74.43291288,0.137635009,144,53.02402411000001,57.78482192999999,65.4860528,25.378069699999998,10.704909114,40.10798303000001
Midge,2013-05-30,2013,5,30,150,0,0,0,0,-2.443697499,22,86.04720207,114.9662701,57.97123021,80.88315667,14.11833402,56.99503985,0.164076619,144,-54.612430930000016,-66.53553043,-51.99810059999999,-34.56022758,-5.241355879999999,-17.437873030000006
Midge,2013-06-06,2013,6,6,157,0,0,0,0,-2.443697499,23,211.174768,239.0275887,192.8237335,211.138521,10.29829097,46.20385518,0.048766674,144,125.12756593,130.25536433,124.06131859999999,134.85250329000002,-3.8200430500000007,-10.79118467
Midge,2013-06-13,2013,6,13,164,0.014147208,0.007073604,0.021220812,0.021220812,-1.605184015,24,158.7492867,176.9740195,131.1705181,159.3606554,9.645172969,45.80350144,0.060757268,144,-52.4254813,-51.777865599999984,-62.0535692,-61.65321539999999,-0.6531180009999993,-0.4003537399999999
Midge,2013-06-20,2013,6,20,171,0.021220812,0,0.021220812,0,-1.605184015,25,216.3543212,232.9494804,189.9715152,220.1508199,10.87172873,42.97796523,0.050249649,144,57.60503449999999,60.790164499999975,55.9754609,58.80099709999999,1.2265557609999984,-2.8255362099999957
Midge,2013-06-27,2013,6,27,178,0.021220812,0,0.021220812,0,-1.605184015,26,387.1623237,417.719976,361.9847149,385.905806,13.82386481,55.7352611,0.035705605,144,170.80800250000001,165.7549861,184.77049559999998,172.01319969999997,2.9521360800000007,12.75729587
Midge,2013-07-03,2013,7,3,184,0.063662436,0,0.063662436,0.042441624,-1.172227408,27,421.26124,461.8491089,401.8444704,421.342869,10.43496424,60.00463852,0.024770768,144,40.10464539999998,41.37283120000001,52.94936689999997,42.643758599999956,-0.10404230000000148,10.30560835
Midge,2013-07-11,2013,7,11,192,0.07073604,0,0.07073604,0.007073604,-1.128800578,28,551.3403519,591.1257645,521.1208092,551.8200665,17.98794877,70.00495537,0.032625852,144,93.93403939999996,93.60763090000006,100.44995659999995,95.52127280000008,-0.6304752300000018,4.92868387
Midge,2013-07-18,2013,7,18,199,0.077809644,0,0.077809644,0.007073604,-1.089324144,29,629.6855332,695.5859762,575.85665530000006,628.6924265,20.55601372,119.7293208,0.032644888,144,78.34518130000004,76.87235999999996,104.46021170000006,54.7358461,2.56806495,49.72436542999999
Midge,2013-07-25,2013,7,25,206,0.304164973,0.056588832,0.360753806,0.282944161,-0.43847669,30,494.5533525,543.1103764,456.2832178,496.8976189,15.55430417,86.82715859,0.031451216,144,-135.1321807,-131.7948076,-152.47559980000005,-119.57343750000007,-5.001709549999999,-32.90216221
Midge,2013-08-01,2013,8,1,213,0.141472081,0.396121826,0.537593907,0.176840101,-0.266647102,31,510.880689,532.782112,485.2918338,511.2995843,11.84916325,47.49027819,0.023193602,144,16.3273365,14.401965399999995,-10.328264399999966,29.008616000000018,-3.70514092,-39.3368804
Midge,2013-08-08,2013,8,8,220,0.346606598,0.084883248,0.431489846,-0.106104061,-0.361421052,32,416.9569072,432.2952505,390.5750031,419.1762829,10.04190603,41.7202474,0.024083798,144,-93.92378180000003,-92.1233014,-100.48686149999997,-94.7168307,-1.8072572200000003,-5.77003079
Midge,2013-08-15,2013,8,15,227,0.466857866,0.077809644,0.544667511,0.113177665,-0.261007489,33,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA
Midge,2013-08-22,2013,8,22,234,2.397951767,0.50929949,2.907251258,2.362583747,0.464020014,34,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
Midge,2013-08-29,2013,8,29,241,1.343984766,0.240502537,1.584487303,-1.322763954,0.200874374,35,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
Midge,2013-09-05,2013,9,5,248,4.166352776,0.042441624,4.2087944,2.624307096,0.624529027,36,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
Midge,2013-09-11,2013,9,11,254,9.252274075,0.190987309,9.443261384,5.234466985,0.975287543,37,255.5450158,299.3401085,235.3180785,251.7250932,13.07476083,64.02203004,0.051164218,144,NA,NA,NA,NA,NA,NA
Midge,2013-09-18,2013,9,18,261,81.36766719,0.268796953,81.63646415,72.19320276,1.911903337,38,110.975503,146.873426,74.83153326,107.0578718,17.9183321,72.04189274,0.161462049,144,-144.56951279999998,-144.66722140000002,-152.4666825,-160.48654524,4.84357127,8.01986269999999
Midge,2013-09-25,2013,9,25,268,0.459784262,0,0.459784262,-81.17667988,-0.33405872,39,-2.95916519,2.544401049,-8.152093758,-3.026964398,2.668471737,10.69649481,-0.901765047,140,-113.93466819,-110.084836198,-144.329024951,-82.98362701799999,-15.249860363,-61.34539792999999
Midge,2013-10-02,2013,10,2,275,0.226355329,0.007073604,0.233428933,-0.226355329,-0.625198638,40,37.03241113,63.210197,16.05678494,34.30554212,13.00501879,47.15341205,0.351179369,144,39.99157632,37.332506517999995,60.665795951,24.208878698,10.336547053,36.456917239999996
Midge,2014-05-29,2014,5,29,149,0,0,0,-0.028294416,-2.443697499,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2014-06-05,2014,6,5,156,0.007073604,0,0.007073604,0.007073604,-1.971688914,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2014-06-12,2014,6,12,163,0,0,0,-0.007073604,-2.443697499,24,315.2875178,326.6744766,299.4971284,316.5478478,6.638088118,27.17734819,0.021054078,112,NA,NA,NA,NA,NA,NA
Midge,2014-06-19,2014,6,19,170,0.07073604,0.063662436,0.134398477,0.134398477,-0.860125707,25,331.7295989,373.7208226,302.4519036,325.3208817,17.21049671,71.26891902,0.051881101,144,16.442081099999996,8.773033899999973,47.04634600000003,2.954775199999972,10.572408592000002,44.091570829999995
Midge,2014-06-26,2014,6,26,177,0.091956852,0.134398477,0.226355329,0.091956853,-0.638356522,26,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA
Midge,2014-07-02,2014,7,2,183,0.671992383,0.650771571,1.322763954,1.096408625,0.122662711,27,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
Midge,2014-07-09,2014,7,9,190,3.027502526,0.700286799,3.727789325,2.405025371,0.571870565,28,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
Midge,2014-07-17,2014,7,17,198,0.742728424,0.190987309,0.933715732,-2.794073593,-0.028114094,29,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
Midge,2014-07-23,2014,7,23,204,1.025672585,0.693213195,1.71888578,0.785170048,0.236155645,30,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
Midge,2014-07-30,2014,7,30,211,1.202512686,0.099030457,1.301543142,-0.417342638,0.115658146,31,424.0563622,462.2727498,378.7415212,419.6611971,18.74250715,83.53122864,0.044198151,143,NA,NA,NA,NA,NA,NA
Midge,2014-08-06,2014,8,6,218,1.626928928,0.077809644,1.704738572,0.40319543,0.232573947,32,475.8718226,524.1214706,410.091996,479.0993603,26.19492914,114.0294746,0.055046187,143,51.81546039999995,59.43816320000002,61.84872079999997,31.350474799999972,7.452421989999998,30.498245960000006
Midge,2014-08-12,2014,8,12,224,0.551741115,0.028294416,0.580035531,-1.124703041,-0.233858277,32,429.6253818,479.0237898,360.1459204,428.2193706,19.94263068,118.8778694,0.046418651,143,-10.24174929999998,-15.542832599999997,1.7301389999999515,-18.639998099999957,-0.50927145,20.37013709
Midge,2014-08-20,2014,8,20,232,2.440393391,0.007073604,2.447466995,1.867431465,0.389355182,34,244.8908437,304.9143756,202.8119138,241.8129529,21.8740053,102.1024617,0.08932145,143,-93.1447968,-134.78278429999997,-145.21383299999997,194.76611995200003,-95.71712729999999,-339.9799531
Midge,2014-08-27,2014,8,27,239,0.282944161,0.021220812,0.304164973,-2.143302022,-0.511780809,35,213.8684326,320.1847863,96.45212873,227.7271134,60.31943528,223.7326576,0.282039918,144,-31.0224111,-14.085839499999992,15.270410699999957,-106.35978507000002,38.44542998,121.6301959
Midge,2014-09-04,2014,9,4,247,1.138850249,0.007073604,1.145923853,0.84175888,0.060517987,36,253.8777611,324.9759842,198.7279492,244.6149901,30.94575022,126.248035,0.121892324,144,-29.614610200000016,-52.15445030000001,-85.89247009999997,24.624310800000018,-37.51170747,-110.5167809
Midge,2014-09-10,2014,9,10,253,0.40319543,0,0.40319543,-0.742728424,-0.390623935,37,220.4371074,258.5600792,147.9154492,226.9254875,28.31798111,110.64463,0.128462859,144,-26.158034799999996,-13.21393230000001,-118.95540929999999,-8.038305499999979,-16.629881979999997,-110.91710369999998
Midge,2014-09-17,2014,9,17,260,1.945241109,0.021220812,1.966461921,1.563266491,0.294479877,38,24.1822957,66.32842097,7.673983253,21.02022864,14.32298417,58.65443772,0.592292161,144,-196.2548117,-205.90525886,-192.23165823000002,-140.24146594700002,-13.994996940000002,-51.99019228000001
Midge,2014-09-25,2014,9,25,268,0.099030457,0,0.099030457,-1.867431465,-0.988723737,39,18.7975158,26.41814619,12.44400878,18.89494708,4.425556242,13.97413741,0.235433038,144,3.369076119999999,5.193547520000001,-1.6586687699999985,4.459820029000001,-0.9963834560000002,-6.118488799999998
Midge,2014-10-03,2014,10,3,276,0.014147208,0,0.014147208,-0.084883248,-1.750869961,40,21.26531361,35.61019979,12.46407725,20.39933515,6.84823257,23.14612253,0.322037695,144,-0.5777821299999992,1.3138124199999979,-2.8249175699999967,7.231749734000001,-3.5166331999999993,-10.056667320000003
Midge,2015-05-21,2015,5,21,141,0.007073604,0,0.007073604,0.007073604,-1.971688914,21,124.8027492,150.2586287,94.2575079,124.9136505,14.74808418,56.00112076,0.118171148,96,41.65154982,39.40576627,37.19188750000001,37.46559782999999,-1.5693200900000015,-0.27371035000000177
Midge,2015-05-28,2015,5,28,148,0.113177665,0.014147208,0.127324873,0.120251269,-0.882977839,22,188.752679,236.8184286,128.4931243,188.2442458,28.01955172,108.3253043,0.148445849,96,63.94992980000001,63.330595299999985,86.5597999,34.23561640000001,13.27146754,52.32418354
Midge,2015-06-05,2015,6,5,156,0.007073604,0,0.007073604,-0.120251269,-1.971688914,23,195.4491723,230.6551246,161.1706389,195.5484119,20.00529903,69.48448569,0.102355507,96,-39.61219540000002,-44.79089480000002,-40.41377330000003,-15.434907699999997,1.062480149999999,-24.978865639999995
Midge,2015-06-11,2015,6,11,162,0.014147208,0,0.014147208,0.007073604,-1.750869961,24,241.8891413,274.3782538,186.1145319,246.5405538,20.76530364,88.26372189,0.085846366,118,53.120868099999996,57.71379279999999,44.83126889999997,31.8274816,5.904467889999999,13.003787259999996
Midge,2015-06-19,2015,6,19,170,0.077809644,0.014147208,0.091956852,0.077809644,-1.019738166,25,321.072693,386.0294048,247.3740752,315.280295,33.78959786,138.6553296,0.105239712,144,50.14994870000004,41.71613690000004,83.07958430000002,14.663286999999997,17.53473799,68.41629729999998
Midge,2015-07-02,2015,7,2,183,0.07073604,0.007073604,0.077809644,-0.014147208,-1.089324144,27,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Midge,2015-07-09,2015,7,9,190,0.028294416,0.014147208,0.042441624,-0.03536802,-1.336849366,28,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
Midge,2015-07-16,2015,7,16,197,0.141472081,0.049515228,0.190987309,0.148545685,-0.710885488,29,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
Midge,2015-07-30,2015,7,30,211,1.237880706,0.162692893,1.400573599,1.20958629,0.147420803,31,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
Midge,2015-08-06,2015,8,6,218,0.106104061,0.077809644,0.183913705,-1.216659894,-0.726966985,32,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
Midge,2015-08-13,2015,8,13,225,0.261723349,0.120251269,0.381974618,0.198060913,-0.413891563,33,358.57538,408.5930526,320.4293384,359.0323397,20.86518547,88.16371426,0.058189119,96,NA,NA,NA,NA,NA,NA
Midge,2015-08-20,2015,8,20,232,0.721507611,0.077809644,0.799317256,0.417342638,-0.095329208,34,447.6887235,519.2876442,372.0042881,442.7417495,31.22309596,147.2833561,0.069742869,96,89.11334349999998,83.7094098,110.69459160000002,51.57494969999999,10.357910489999998,59.119641839999986
Midge,2015-08-25,2015,8,25,237,0.565888323,0.099030457,0.664918779,-0.134398477,-0.174886389,34,433.2742972,489.415025,379.2073196,438.5887923,32.25573647,110.2077054,0.074446457,96,-2.0205619000000183,-9.533972399999982,-2.3011979999999994,91.37853819999998,-11.713925249999996,-93.6797362
Midge,2015-09-03,2015,9,3,246,0.884200504,0.063662436,0.94786294,0.282944161,-0.021608123,36,332.728858,405.8391754,262.7381534,330.6905549,35.48136561,143.101022,0.106637476,96,-34.6614687,-36.52301470000003,-40.899266899999986,-27.242104400000017,1.2090834299999997,-13.657162599999992
Midge,2015-09-10,2015,9,10,253,13.59546695,0.50929949,14.10476644,13.1569035,1.149476731,37,294.3635133,365.7056119,232.2692714,296.9022547,32.04699433,133.4363405,0.108868772,96,-38.36534469999998,-33.78830019999998,-40.13356349999998,-30.46888199999998,-3.4343712800000006,-9.6646815
Midge,2015-09-17,2015,9,17,260,2.100860398,0,2.100860398,-12.00390604,0.323140758,38,86.84217283,192.6983641,31.79743503,77.10502929,35.48536051,160.9009291,0.408618985,96,-207.52134047000004,-219.79722541,-173.00724780000002,-200.47183637,3.4383661800000027,27.464588600000013
Midge,2015-09-24,2015,9,24,267,0.77102284,0,0.77102284,-1.329837558,-0.110909702,39,39.41532116,85.49779037,0.333274818,42.44239207,23.97101164,85.16451555,0.608164819,96,-47.42685167,-34.66263722000001,-107.20057372999999,-31.464160212,-11.51434887,-75.73641355000001
Midge,2015-10-02,2015,10,2,275,0.381974618,0,0.381974618,-0.389048222,-0.413891563,40,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
Midge,2016-05-26,2016,5,26,147,0.063662436,0.03536802,0.099030457,0.03536802,-0.988723737,21,155.7416035,206.9439756,103.3825262,168.3300086,32.85789724,103.5614495,0.210977006,144,114.03033113999999,127.36742332000001,154.07441253,70.43569497,29.094316146,83.63871766
Midge,2016-06-03,2016,6,3,155,0.049515228,0.014147208,0.063662436,-0.03536802,-1.172227408,23,318.1451418,354.112671,290.8415319,319.039069,15.50153083,63.27113912,0.048724713,144,117.17631009999997,118.94985169999998,123.06589139999997,117.4667159,3.0582173400000006,5.5991755900000015
Midge,2016-06-16,2016,6,16,168,0.091956852,0.014147208,0.106104061,0.042441624,-0.959777296,24,120.6356061,177.1972359,60.41520127,114.00283,29.81282323,116.7820346,0.247131209,144,-117.7344097,-122.9935699,-93.36706249999997,-134.24443963,8.173640370000001,40.87737708
Midge,2016-06-23,2016,6,23,175,1.117629437,0.488078678,1.605708116,1.499604055,0.206639202,25,253.8581608,286.7386845,215.2707148,255.1337943,18.44559265,71.46796969,0.072661019,144,133.2225547,141.13096430000002,109.54144859999997,154.85551353,-11.367230580000001,-45.31406491
Midge,2016-06-30,2016,6,30,182,2.603086284,0.919568524,3.522654809,1.916946693,0.547313691,26,386.7501394,427.8005093,341.730845,386.6313705,18.54960955,86.06966429,0.047962774,144,132.89197860000002,131.4975762,141.0618248,126.46013019999998,0.1040169000000013,14.601694600000002
Midge,2016-07-07,2016,7,7,189,0.212208121,0.091956852,0.304164973,-3.218489835,-0.511780809,27,423.4321723,456.173364,386.6584277,423.4574064,10.01925169,69.51493627,0.023661999,144,36.68203289999997,36.82603590000002,28.372854700000005,44.927582700000016,-8.530357859999999,-16.55472802
Midge,2016-07-14,2016,7,14,196,5.347644649,3.515581204,8.863225854,8.55906088,0.947768179,28,382.7643898,435.4329683,332.1786915,380.1988284,25.28380278,103.2542768,0.066055786,144,-40.66778249999999,-43.258578,-20.740395699999965,-54.47973619999999,15.264551089999998,33.73934052999999
Midge,2016-07-21,2016,7,21,203,2.914324862,0.728581215,3.642906077,-5.220319777,0.561876942,29,401.9891617,421.8015081,374.582794,402.8938475,9.0422833,47.21871405,0.022493848,144,19.224771900000007,22.695019099999968,-13.631460200000049,42.404102499999965,-16.24151948,-56.03556275
Midge,2016-07-27,2016,7,27,209,5.510337542,1.881578673,7.391916215,3.749010138,0.868968494,30,448.0579958,478.0635524,415.6164251,450.530267,14.68578727,62.44712724,0.032776532,144,56.240849500000024,57.42689739999997,53.18571049999997,60.95442000000003,-1.6461861699999982,-7.768709529999995
Midge,2016-08-04,2016,8,4,217,1.386426391,0.233428933,1.619855324,-5.772060891,0.210440342,31,422.3626001,451.7465753,388.6952892,422.2744003,12.45915632,63.05128612,0.029498721,144,-38.18418489999999,-36.28288379999998,-76.60578129999999,-31.56043390000002,-7.550047149999999,-45.045347379999995
Midge,2016-08-15,2016,8,15,228,3.451918768,0.654308373,4.106227141,2.486371818,0.613823556,33,455.9872858,508.6061471,396.836332,452.0152079,24.4953118,111.7698151,0.053719287,144,24.487663199999986,19.338394100000016,43.10855240000001,5.837064400000031,9.32700217,37.27148804000001
Midge,2016-08-22,2016,8,22,235,0.537593907,0.042441624,0.580035531,-3.526191611,-0.233858277,34,313.8104137,406.5242594,200.7167957,305.0444836,46.83364727,205.8074637,0.149241852,144,-142.17687209999997,-146.97072430000003,-102.08188769999998,-196.11953630000002,22.33833547,94.0376486
Midge,2016-08-31,2016,8,31,244,1.987682733,0.198060913,2.185743646,1.605708116,0.340313935,35,256.8580871,308.0208099,207.6162144,255.4103325,25.424205,100.4045955,0.098981524,144,-38.80627070000003,-42.964709099999965,-35.50152539999999,-27.055438100000003,1.3160940500000002,-8.446087300000002
Midge,2016-09-07,2016,9,7,251,0.466857866,0.084883248,0.551741115,-1.634002532,-0.255440172,36,141.1869277,237.2860214,83.88188766,145.7458879,29.893636,153.4041337,0.211730905,144,-115.67115939999996,-109.6644446,-70.73478850000001,-123.73432673999999,4.469431,52.99953819999999
Midge,2016-09-14,2016,9,14,258,1.358131974,0.084883248,1.443015223,0.891274108,0.160353031,37,64.93534771,220.2245006,-5.495742044,64.55185531,42.25987144,225.7202427,0.650799186,144,-76.25157999000001,-81.19403259000002,-17.06152080000001,-89.377629704,12.366235439999997,72.31610900000001
Midge,2016-09-21,2016,9,21,265,0.954936545,0.091956852,1.046893397,-0.396121826,0.021393327,38,48.45849774,91.01484842,8.91504486,41.94014563,23.2145433,82.09980356,0.479060317,144,-16.476849970000004,-22.61170967999999,-129.20965217999998,14.410786904,-19.04532814,-143.62043914
Midge,2016-09-28,2016,9,28,272,0.084883248,0.021220812,0.106104061,-0.940789336,-0.959777296,39,-9.484703825,-1.280890506,-12.19920785,-10.19139637,2.312329034,10.91831735,-0.243795597,144,-57.943201564999995,-52.131542,-92.29573892600001,-21.114252710000002,-20.902214265999998,-71.18148621
Midge,2016-10-05,2016,10,5,279,0.134398477,0,0.134398477,0.028294416,-0.860125707,40,-2.581425523,16.41687222,-11.08923208,-3.694845367,7.262936526,27.50610431,-2.813537119,144,6.903278302,6.4965510029999995,17.697762725999997,1.1099757700000001,4.950607492,16.587786960000003
